Inline	Crossline	Time(ms)	Density(Kg/m3)	Sonic(Microseconds/meter)	Gamma_Ray(API)	Porosity(Fraction)	P_Impedance(Meter/second x Kg/m3)	P_Impedance_rel(Meter/second x Kg/m3)	Vp(Meter/second)	Density_edited(Kg/m3)
362	336	876.68371582	2114.58251953	461.8895874	50.31829453	0.33463779	4826280	10950.55273438	2164.38427734	2111.83959961
362	336	876.82537842	2111.15869141	464.90588379	50.33026886	0.33677024	4786510	15407.59277344	2150.67993164	2111.92944336
362	336	876.96838379	2107.16088867	468.46789551	50.68162537	0.33927354	4728260	19864.61523438	2135.39624023	2112.01879883
362	336	877.11175537	2104.60302734	470.72900391	50.73743439	0.34087491	4705460	24321.63671875	2124.38330078	2112.09716797
362	336	877.2555542	2103.10424805	472.06958008	50.60922623	0.34180799	4707980	28778.66015625	2118.42626953	2112.17138672
362	336	877.39971924	2101.96166992	473.07894897	50.23722458	0.34252465	4692080	33222.48046875	2113.47265625	2112.24560547
362	336	877.54437256	2100.30712891	474.62078857	48.76467133	0.34355459	4689800	37428.79296875	2109.1784668	2112.31958008
362	336	877.68884277	2100.91479492	474.0670166	48.49679947	0.34317702	4707440	41412.90234375	2111.38061523	2112.39379883
362	336	877.83251953	2103.86791992	471.39920044	48.95787811	0.34132665	4730730	45397.00390625	2121.89819336	2112.46826172
362	336	877.97521973	2107.73266602	467.93460083	51.60938263	0.33891875	4734280	49381.11328125	2137.37597656	2112.54174805
362	336	878.11663818	2112.21459961	463.98565674	51.9375	0.33611208	4740440	53365.18359375	2155.37524414	2112.60180664
362	336	878.25671387	2117.37426758	459.44458008	51.916996	0.33289713	4775080	57349.2890625	2176.5012207	2112.65527344
362	336	878.39569092	2121.53466797	455.82473755	51.6263504	0.33029005	4826290	61333.3984375	2191.11694336	2112.70922852
362	336	878.5345459	2121.83886719	455.60952759	50.37752533	0.33010077	4869840	64919.76171875	2194.79541016	2112.76318359
362	336	878.67346191	2121.75683594	455.67092896	50.17994308	0.33015126	4886230	68103.0078125	2193.53198242	2112.81738281
362	336	878.81262207	2120.84594727	456.49441528	50.20943832	0.33072019	4887120	71285.6484375	2192.74853516	2112.87084961
362	336	878.95147705	2121.77563477	455.65829468	51.01577377	0.33014137	4879050	74468.2265625	2194.14770508	2112.92480469
362	336	879.090271	2122.17944336	455.3237915	50.38272858	0.32988745	4884210	77649.546875	2195.14453125	2112.96484375
362	336	879.22967529	2119.45263672	457.65216064	51.034	0.33160317	4868890	80832.1796875	2184.14892578	2112.99633789
362	336	879.37097168	2112.75292969	463.51470947	51.00338364	0.33577251	4843800	84014.7734375	2156.03491211	2113.02807617
362	336	879.5145874	2104.15966797	471.11895752	50.33244705	0.34115681	4790630	86738.078125	2123.3046875	2113.05932617
362	336	879.66015625	2096.94677734	477.63088989	49.4620285	0.34564558	4714490	88947.2734375	2102.82128906	2113.09130859
362	336	879.80535889	2098.35229492	476.36746216	48.44044495	0.34477773	4687130	91109.8203125	2101.19555664	2113.12280273
362	336	879.94940186	2102.56762695	472.57150269	48.45217133	0.34212717	4735020	93272.375	2120.91625977	2113.15405273
362	336	880.09063721	2112.90209961	463.3560791	48.98674393	0.33569086	4828840	95434.921875	2157.13867188	2113.17333984
362	336	880.23052979	2117.96386719	458.95153809	49.38861465	0.33252162	4889440	97597.453125	2178.87036133	2113.18017578
362	336	880.37036133	2118.17480469	458.78134155	51.67260361	0.33239049	4912790	99760.0703125	2178.94824219	2113.1875
362	336	880.51055908	2116.98803711	459.80456543	52.639534	0.33313167	4895600	101433.3359375	2174.8293457	2113.19482422
362	336	880.65106201	2115.54199219	461.06835938	52.81573105	0.33403873	4858100	102515.5390625	2167.72265625	2113.20214844
362	336	880.79211426	2113.46240234	462.88729858	53.07299423	0.33533439	4811680	103506.046875	2162.15185547	2113.20947266
362	336	880.9331665	2113.67333984	462.70056152	52.78522491	0.33520234	4794680	104496.8203125	2161.87939453	2113.21630859
362	336	881.0737915	2115.11157227	461.43112183	52.62885666	0.33430645	4818580	105487.734375	2167.20458984	2113.21264648
362	336	881.21398926	2116.86132813	459.91964722	52.5379715	0.33321139	4824270	106478.9375	2174.39404297	2113.19458008
362	336	881.3536377	2118.9296875	458.12643433	52.30807114	0.33191419	4819450	107469.84375	2183.02148438	2113.17626953
362	336	881.49249268	2121.73339844	455.69064331	52.35367584	0.33016804	4809700	108072.3125	2194.65844727	2113.15820313
362	336	881.63085938	2124.09082031	453.6842041	52.66062164	0.32869238	4834040	108099.984375	2202.56884766	2113.14038086
362	336	881.7689209	2124.73754883	453.13317871	52.64020538	0.32828933	4867200	107948.5703125	2206.91479492	2113.12231445
362	336	881.90692139	2125.31298828	452.63934326	52.11100769	0.32792917	4903660	107797.1640625	2209.12011719	2113.10375977
362	336	882.04486084	2125.49804688	452.48086548	51.34461594	0.32781324	4932520	107645.265625	2210.01098633	2113.07885742
362	336	882.18280029	2125.38745117	452.58251953	50.64849854	0.3278825	4921400	107493.34375	2209.55175781	2113.03540039
362	336	882.32073975	2125.21508789	452.72488403	49.50116348	0.32798991	4919490	107341.9609375	2208.85058594	2112.99194336
362	336	882.45880127	2124.93017578	452.96508789	48.22559357	0.32816815	4922010	106946.078125	2207.51831055	2112.94799805
362	336	882.59484863	2124.12939453	453.64538574	47.70138931	0.3286688	4905340	106037.4375	2204.03808594	2112.90405273
362	336	882.73260498	2122.77758789	454.79968262	47.71113586	0.32951611	4922850	104856.875	2198.61572266	2112.8605957
362	336	882.87481689	2120.93383789	456.39279175	47.81433868	0.33066466	4902810	103676.59375	2190.80273438	2112.81689453
362	336	883.01464844	2118.26269531	458.68878174	47.8118248	0.33233783	4862270	102496.28125	2179.86523438	2112.77075195
362	336	883.15533447	2114.75024414	461.76107788	47.78509903	0.33452529	4831900	101315.9921875	2165.6171875	2112.70019531
362	336	883.29711914	2110.73803711	465.27960205	47.62554169	0.33703858	4827740	100135.84375	2149.34375	2112.63012695
362	336	883.43988037	2107.35498047	468.28601074	47.31520844	0.33915552	4816820	98804.5234375	2135.75927734	2112.55981445
362	336	883.58300781	2105.99291992	469.48297119	47.1739006	0.34	4803110	97048.125	2130.91552734	2112.48925781
362	336	883.72607422	2106.1953125	469.29037476	47.40642166	0.33987787	4816040	95011.9765625	2131.03662109	2112.41870117
362	336	883.86914063	2105.90258789	469.55834961	48.50275421	0.34005976	4795250	92975.796875	2129.39868164	2112.34838867
362	336	884.01263428	2104.55126953	470.77157593	49.96656418	0.34090516	4761480	90939.6171875	2123.98681641	2112.27685547
362	336	884.15655518	2102.64233398	472.47644043	50.52289963	0.34210128	4734970	88904.2578125	2116.44873047	2112.18017578
362	336	884.3012085	2100.51733398	474.39602661	50.50383377	0.34342456	4679140	86868.078125	2107.88598633	2112.08325195
362	336	884.44647217	2098.1015625	476.57522583	50.45697021	0.34493902	4629200	84720.890625	2098.2722168	2111.98657227
362	336	884.5925293	2095.16455078	479.27896118	50.4256134	0.34676608	4623070	82298.6875	2086.31542969	2111.88964844
362	336	884.73937988	2092.34619141	481.86743164	50.41970062	0.34853396	4624210	79713.3125	2075.52661133	2111.79296875
362	336	884.88671875	2090.80175781	483.28915405	50.41970062	0.34949777	4585390	77127.9140625	2069.90405273	2111.69628906
362	336	885.03393555	2090.93041992	483.17108154	50.29692459	0.34941816	4573880	74542.515625	2070.37231445	2111.59619141
362	336	885.18084717	2092.41918945	481.80725098	49.81961441	0.34848535	4607140	71957.125	2076.51708984	2111.47827148
362	336	885.32684326	2095.42358398	479.0194397	49.24778748	0.34661472	4642600	69371.7890625	2087.6003418	2111.36035156
362	336	885.47192383	2098.92163086	475.83105469	48.81726074	0.34442377	4668760	66748.1328125	2101.54907227	2111.24243164
362	336	885.61621094	2101.67407227	473.37240601	48.15668869	0.34269738	4685350	64049.78515625	2112.34570313	2111.12475586
362	336	885.75958252	2104.68505859	470.6600647	47.97109985	0.34082338	4734040	61316.6796875	2125.05957031	2111.00683594
362	336	885.90197754	2108.74487305	467.03204346	48.37223053	0.33828148	4789760	58582.5078125	2140.93457031	2110.88891602
362	336	886.04333496	2112.73632813	463.53140259	49.77880478	0.33579516	4829060	55848.3515625	2159.69042969	2110.76757813
362	336	886.1829834	2118.84448242	458.14086914	50.104	0.33197224	4854100	53114.140625	2178.89892578	2110.63354492
362	336	886.32189941	2121.70532227	455.69641113	50.09061432	0.33018377	4903360	50379.9296875	2192.86987305	2110.49951172
362	336	886.46087646	2121.42382813	455.95257568	49.8064003	0.33035946	4907240	47679.95703125	2192.79736328	2110.36572266
362	336	886.6005249	2118.79492188	458.24609375	48.62408066	0.33200487	4873820	45050.7578125	2182.04394531	2110.23144531
362	336	886.74072266	2116.67016602	460.10061646	48.25413132	0.33332729	4861440	42457.765625	2174.11279297	2110.09741211
362	336	886.88116455	2115.87158203	460.77441406	48.43144608	0.33383027	4836190	39864.76953125	2170.31665039	2109.96313477
362	336	887.02178955	2115.29736328	461.25457764	48.15729141	0.33419135	4802800	37271.78125	2166.5625	2109.82788086
362	336	887.1628418	2113.43969727	462.86639404	47.77768707	0.33534893	4774470	34678.80859375	2157.15893555	2109.6809082
362	336	887.30529785	2108.51391602	467.31286621	48.099	0.33842856	4747160	32085.85351563	2144.5456543	2109.53369141
362	336	887.4475708	2108.78393555	467.02523804	47.72515106	0.33825979	4773080	29556.57617188	2142.10131836	2109.38647461
362	336	887.5892334	2111.56811523	464.58355713	47.72897339	0.33651993	4806650	27197.55273438	2152.7890625	2109.23950195
362	336	887.72924805	2117.46606445	459.36355591	48.18736649	0.33282778	4828080	24949.40625	2175.45800781	2109.09228516
362	336	887.86834717	2121.18725586	456.16110229	49.24193573	0.33051011	4868960	22701.3046875	2189.7421875	2108.94506836
362	336	888.00701904	2122.4362793	455.09695435	50.06132507	0.32972726	4872860	20453.203125	2195.64648438	2108.7980957
362	336	888.14587402	2122.20239258	455.30523682	51.8055	0.329873	4878510	18205.05273438	2195.25390625	2108.64160156
362	336	888.28503418	2120.71582031	456.57897949	51.80549622	0.33080208	4872650	15956.90429688	2186.13793945	2108.48486328
362	336	888.42578125	2114.54248047	461.92266846	51.67328262	0.33466941	4837920	13783.2734375	2165.3894043	2108.328125
362	336	888.56793213	2109.5859375	466.29440308	49.8	0.33775505	4789030	11872.625	2144.61206055	2108.17163086
362	336	888.71130371	2105.05493164	470.32437134	48.21243668	0.34059307	4756940	10154.7578125	2126.92333984	2108.01513672
362	336	888.85534668	2102.34057617	472.75588989	47.93317795	0.34228182	4749040	8436.86035156	2117.60961914	2107.8581543
362	336	889	2102.37255859	472.72344971	47.9437027	0.34226656	4777890	6718.97265625	2115.63574219	2107.70166016
362	336	889.14343262	2102.51464844	472.6038208	48.26062012	0.34217829	4812790	5001.77246094	2115.19897461	2107.54370117
362	336	889.28753662	2102.24487305	472.84326172	49.17702866	0.3423464	4817050	3283.88476563	2116.125	2107.38549805
362	336	889.43109131	2104.1015625	471.18243408	49.46499252	0.34118262	4788930	1635.32995605	2122.83740234	2107.22729492
362	336	889.57373047	2107.88305664	467.79525757	49.74042511	0.33882934	4774260	299.29074097	2138.06494141	2107.06933594
362	336	889.71478271	2113.79638672	462.5831604	49.78630066	0.33512694	4813980	-792.71179199	2162.71655273	2106.91113281
362	336	889.85290527	2122.26513672	455.24298096	49.89238739	0.32982579	4890760	-1884.71618652	2195.14453125	2106.75292969
362	336	889.98876953	2127.59545898	450.68237305	50.17631149	0.32650676	4913540	-2976.7199707	2215.39672852	2106.59472656
362	336	890.12817383	2127.88061523	450.4367981	49.9360199	0.32632765	4906440	-4068.72119141	2216.17651367	2106.44287109
362	336	890.26690674	2122.39404297	455.16567993	49.94477844	0.32974553	4921000	-5160.72509766	2194.65283203	2106.29150391
362	336	890.40808105	2113.09692383	463.21847534	50.22247696	0.33556446	4857710	-6205.50537109	2159.73193359	2106.14013672
362	336	890.55108643	2106.41210938	469.11853027	50.26163864	0.33974665	4768540	-6944.64355469	2132.38525391	2105.98901367
362	336	890.69464111	2104.36010742	470.95840454	50.19445801	0.34102318	4726930	-7423.17773438	2123.58911133	2105.83789063
362	336	890.83752441	2106.60839844	468.94052124	50.22178268	0.33961421	4748780	-7901.90429688	2133.97607422	2105.68652344
362	336	890.97912598	2111.49145508	464.59262085	49.94096375	0.33657473	4817370	-8380.63183594	2152.6484375	2105.53540039
362	336	891.11962891	2115.59594727	461.00280762	49.62694168	0.33400309	4876680	-8859.359375	2167.69433594	2105.3918457
362	336	891.2598877	2116.61572266	460.10827637	50.2121315	0.33336818	4920090	-9338.08691406	2172.25244141	2105.25024414
362	336	891.4006958	2114.6418457	461.83578491	50.90303802	0.33459669	4912060	-9789.0625	2164.26269531	2105.10888672
362	336	891.54278564	2109.6105957	466.26373291	50.89904785	0.33774897	4852740	-9977.29589844	2145.06396484	2104.9675293
362	336	891.68670654	2102.97265625	472.20831299	50.79079819	0.34188026	4778620	-9927	2117.8190918	2104.82641602
362	336	891.83209229	2097.5625	477.07830811	50.46839142	0.34527424	4714880	-9876.6875	2096.43359375	2104.68481445
362	336	891.97875977	2093.13525391	481.11569214	49.82766724	0.34804648	4626750	-9826.37207031	2078.66113281	2104.54394531
362	336	892.12664795	2088.88232422	485.04516602	49.54169846	0.35069555	4558390	-9776.05761719	2061.73120117	2104.41870117
362	336	892.276	2083.35058594	490.24557495	49.82771301	0.35415962	4534580	-9725.74609375	2040.04919434	2104.296875
362	336	892.42687988	2077.96899414	495.37203979	50.38161087	0.35751095	4485180	-9622.97460938	2020.96569824	2104.17480469
362	336	892.57818604	2077.11914063	496.1557312	50.6334	0.35805026	4465140	-9320.95214844	2016.42102051	2104.05297852
362	336	892.72845459	2080.4440918	492.97946167	49.87098312	0.35596389	4478070	-8868.96875	2028.3684082	2103.93139648
362	336	892.87750244	2084.63647461	489.01028442	48.37760162	0.3533549	4500320	-8416.984375	2044.8939209	2103.80957031
362	336	893.02563477	2088.02685547	485.84625244	47.71179962	0.35123107	4551310	-7965.00341797	2057.99	2103.69018555
362	336	893.17303467	2090.2487793	483.76882935	48.58990479	0.34984761	4580920	-7513.02099609	2066.81494141	2103.59985352
362	336	893.3203125	2090.93505859	483.16134644	50.3857193	0.34941584	4566470	-7061.03759766	2069.84521484	2103.50952148
362	336	893.46746826	2091.25878906	482.83312988	51.25236893	0.34921411	4548420	-6552.91503906	2070.04956055	2103.41894531
362	336	893.61486816	2090.58935547	483.46136475	51.76319504	0.34963021	4538820	-5938.91650391	2067.71264648	2103.32861328
362	336	893.76287842	2088.39282227	485.5645752	52.38991928	0.35100275	4525490	-5274.48339844	2061.7265625	2103.23803711
362	336	893.91046143	2089.82080078	484.18206787	52.25036621	0.35011417	4540850	-4610.05273438	2065.31713867	2103.14770508
362	336	894.0569458	2093.88208008	480.40328979	51.91700745	0.34757325	4578920	-3945.62011719	2081.71948242	2103.06933594
362	336	894.20288086	2095.31420898	479.13772583	52.21086884	0.34667712	4637160	-3281.45507813	2086.50683594	2103.01806641
362	336	894.34869385	2096.13793945	478.36187744	52.30823898	0.34616393	4649770	-2617.02441406	2090.11157227	2102.96679688
362	336	894.49438477	2096.72412109	477.83572388	52.12782288	0.34579644	4643730	-1938.76062012	2092.67138672	2102.9152832
362	336	894.63989258	2096.9987793	477.60144043	51.99610519	0.34562525	4633990	-1240.59094238	2095.00512695	2102.86376953
362	336	894.78509521	2098.49707031	476.20855713	51.78690338	0.3446885	4616380	-536.56988525	2098.88183594	2102.8125
362	336	894.93011475	2098.99487305	475.79821777	51.13180161	0.34437546	4613470	167.45224	2102.07788086	2102.76123047
362	336	895.07476807	2100.42675781	474.48376465	50.78470993	0.34348392	4610810	871.47528076	2107.70043945	2102.72900391
362	336	895.21868896	2103.12646484	472.04263306	50.0698967	0.34179428	4647970	1575.49841309	2118.32739258	2102.72167969
362	336	895.36193848	2105.30737305	470.05593872	48.59683228	0.34043589	4692400	2279.52050781	2124.9609375	2102.71435547
362	336	895.50549316	2104.25634766	471.01922607	47.41469955	0.34108937	4693320	2944.91772461	2121.80224609	2102.70703125
362	336	895.64984131	2101.43847656	473.61349487	46.0109024	0.34284967	4676250	3560.78662109	2115.17919922	2102.69946289
362	336	895.79400635	2101.95751953	473.11361694	45.82689667	0.34252626	4670050	4166.28515625	2115.14941406	2102.69189453
362	336	895.93743896	2104.85302734	470.52676392	45.91161346	0.34071162	4683720	4772.02636719	2125.93408203	2102.68481445
362	336	896.07958984	2109.42871094	466.43408203	46.75840378	0.33786473	4737250	5377.76806641	2143.99243164	2102.6940918
362	336	896.22009277	2115.97900391	460.68017578	48.60029602	0.33376113	4811340	5983.50878906	2170.69384766	2102.7331543
362	336	896.35870361	2122.56738281	454.92419434	48.72340012	0.32964194	4862930	6589.24511719	2193.41845703	2102.77270508
362	336	896.46801758	2124.1184082	453.66162109	48.55329514	0.32867655	4875390	7138.68261719	2204.43847656	2102.81176758
362	336	896.63452148	2125.43530273	452.5138855	45.47720337	0.32785296	4894880	7608.93798828	2207.92797852	2102.85131836
362	336	896.77301025	2125.10498047	452.78677368	45.42509842	0.32805809	4890980	8057.60839844	2205.24316406	2102.89038086
362	336	896.9119873	2121.46777344	455.9335022	45.46652985	0.33033234	4859830	8506.27832031	2192.66772461	2102.9296875
362	336	897.05230713	2116.52929688	460.19107056	47.37136841	0.3334308	4829170	8954.94921875	2173.08325195	2102.9831543
362	336	897.19482422	2108.01293945	467.69677734	49.0266571	0.33873558	4786090	9403.625	2139.09716797	2103.07226563
362	336	897.33905029	2101.65454102	473.36898804	50.05090332	0.34271872	4741630	9852.27832031	2114.15429688	2103.16088867
362	336	897.48443604	2097.74291992	476.9072876	50.79721069	0.34515464	4687340	10249.84375	2102.80859375	2103.25
362	336	897.62921143	2099.70605469	475.13088989	50.82649612	0.34393346	4668000	10568.15136719	2107.09521484	2103.33911133
362	336	897.77276611	2104.20849609	471.08859253	50.7988472	0.3411085	4706090	10857.67578125	2124.60864258	2103.42797852
362	336	897.91473389	2110.46386719	465.50610352	50.5745163	0.33721441	4739430	11147.25195313	2146.93920898	2103.51733398
362	336	898.05578613	2113.61865234	462.73907471	50.554	0.33523938	4755040	11436.80664063	2160.94580078	2103.62182617
362	336	898.19732666	2111.65625	464.47213745	50.73082352	0.33646131	4734160	11726.33300781	2152.5703125	2103.75805664
362	336	898.33984375	2108.1496582	467.56124878	51.69547653	0.33865753	4711700	12015.90820313	2138.73950195	2103.89501953
362	336	898.48327637	2104.76416016	470.57434082	51.8363	0.34077662	4682550	12269.1796875	2125.64941406	2104.03173828
362	336	898.62738037	2102.16308594	472.91616821	51.7984314	0.34239486	4663120	12467.76660156	2115.13208008	2104.16870117
362	336	898.77209473	2100.19970703	474.69171143	51.57378769	0.34362563	4647890	12647.98632813	2106.75341797	2104.30541992
362	336	898.91711426	2099.00537109	475.77890015	51.20141602	0.34436911	4651960	12828.17871094	2102.90673828	2104.44238281
362	336	899.06158447	2101.10693359	473.86074829	50.64955902	0.3430565	4681830	13008.36914063	2110.18530273	2104.59375
362	336	899.2043457	2106.80615234	468.76837158	49.76958466	0.33948946	4747830	13188.50292969	2133.26660156	2104.77490234
362	336	899.34613037	2111.22094727	464.83425903	49.33088303	0.33674034	4762410	13368.6953125	2150.93139648	2104.95581055
362	336	899.48693848	2114.27880859	462.16149902	49.26250076	0.33482444	4792730	13549.1484375	2162.16333008	2105.13671875
362	336	899.62768555	2114.81420898	461.6987915	49.58516312	0.33449188	4805680	13730.0390625	2164.52490234	2105.31811523
362	336	899.76867676	2113.48730469	462.85507202	50.41930771	0.33532041	4774320	13911.08105469	2160.1159668	2105.49926758
362	336	899.90979004	2111.2824707	464.78845215	50.70988083	0.33670372	4760050	14092.07226563	2151.49731445	2105.68066406
362	336	900.05206299	2108.56298828	467.19433594	50.70914078	0.33839551	4741990	14273.11132813	2140.01782227	2105.87426758
362	336	900.19616699	2105.10083008	470.28387451	50.67193222	0.34056488	4683320	14454.13378906	2126.56201172	2106.09228516
362	336	900.34057617	2101.4387207	473.58920288	50.58074188	0.34284505	4628800	14635.13867188	2112.07226563	2106.31079102
362	336	900.48516846	2100.58129883	474.34634399	49.64297485	0.34338638	4609060	14859.80566406	2109.72387695	2106.52880859
362	336	900.62915039	2102.71289063	472.42910767	47.84474945	0.34204769	4615980	15153.77539063	2117.68457031	2106.74707031
362	336	900.77215576	2106.29980469	469.20224	47.08950043	0.3398158	4669340	15472.734375	2131.43920898	2106.96533203
362	336	900.91412354	2109.93530273	465.97659302	47.29811859	0.33753785	4740370	15791.54980469	2145.38208008	2107.18359375
362	336	901.05566406	2112.1315918	464.03875732	48.42672729	0.33617094	4781060	16110.50976563	2154.3581543	2107.40966797
362	336	901.19702148	2112.2512207	463.93792725	50.04280472	0.33609283	4761390	16429.50390625	2155.27099609	2107.65332031
362	336	901.33874512	2110.96337891	465.07019043	50.9306488	0.33690089	4703510	16748.4609375	2150.11767578	2107.89672852
362	336	901.4810791	2108.84082031	466.96780396	51.32881927	0.33822313	4667870	17148.74609375	2141.22387695	2108.14038086
362	336	901.6237793	2107.46362305	468.19680786	51.49430084	0.3390843	4674130	17681.20117188	2136.55273438	2108.38378906
362	336	901.76605225	2108.97021484	466.84356689	51.49430084	0.33814543	4713410	18263.05273438	2142.92553711	2108.62719727
362	336	901.90734863	2113.06933594	463.24642944	51.47181702	0.3355808	4777420	18844.90234375	2160.12866211	2108.87060547
362	336	902.04681396	2119.78491211	457.39080811	51.38373566	0.33137295	4820740	19426.75390625	2186.05151367	2109.11743164
362	336	902.1842041	2127.38574219	450.82739258	51.20416641	0.3266395	4851490	20008.60351563	2215.70751953	2109.37475586
362	336	902.32073975	2130.66137695	448.09884644	51.01435471	0.3245863	4901130	20590.41992188	2231.5949707	2109.63208008
362	336	902.45739746	2130.1340332	448.56219482	50.85500717	0.32491502	4929400	21257.52929688	2228.98022461	2109.88916016
362	336	902.59448242	2128.78759766	449.68768311	50.64599228	0.32575741	4917790	22108.4921875	2223.72387695	2110.14648438
362	336	902.7321167	2126.57324219	451.5562439	50.65594482	0.32714731	4893740	23059.08007813	2214.15454102	2110.40380859
362	336	902.8706665	2123.27758789	454.39370728	50.88783646	0.32919767	4904110	24009.70898438	2201.18481445	2110.66113281
362	336	903.00994873	2120.05712891	457.13522339	51.00456238	0.33121699	4911290	24960.32421875	2187.22094727	2110.91845703
362	336	903.15020752	2116.76855469	460.0196228	51.01789856	0.33326355	4897120	25910.90234375	2175.06445313	2111.17944336
362	336	903.29089355	2115.00390625	461.54934692	51.01790237	0.33437154	4847630	26861.53320313	2167.01025391	2111.44091797
362	336	903.43145752	2115.28857422	461.30206299	50.55700302	0.33419117	4815670	27870.37890625	2167.96630859	2111.70166016
362	336	903.57165527	2116.91381836	459.86956787	49.14561462	0.33317906	4840690	29100.37695313	2174.67919922	2111.96289063
362	336	903.71136475	2118.66455078	458.34783936	48.46735001	0.33208358	4877170	30497.515625	2181.65527344	2112.22412109
362	336	903.85064697	2120.18994141	457.01663208	47.47640991	0.33113411	4892390	31894.67578125	2186.63452148	2112.48486328
362	336	904.00848389	2120.15454102	457.05935669	46.92350388	0.33115262	4873810	33291.78515625	2187.27001953	2112.74609375
362	336	904.13330078	2119.09863281	457.95443726	45.98235703	0.33181676	4832440	34688.38671875	2182.5456543	2112.99853516
362	336	904.26971436	2116.67578125	460.06002808	46	0.33332595	4808850	36085.546875	2172.93554688	2113.25024414
362	336	904.41107178	2112.52709961	463.65966797	46.97349167	0.33592516	4756990	37518.015625	2156.6875	2113.50195313
362	336	904.55426025	2105.51782227	469.94247437	47.19326401	0.34028998	4699070	39154.7890625	2128.37939453	2113.75390625
362	336	904.69891357	2100.43408203	474.55157471	47.77919769	0.34347796	4657310	40961.60546875	2111.66333008	2114.00512695
362	336	904.84326172	2101.46508789	473.5953064	48.97149658	0.34282494	4661790	42768.41796875	2114.87060547	2114.25683594
362	336	904.98626709	2106.44995117	469.09671021	49.2	0.33972135	4709790	44575.234375	2134.0246582	2114.50830078
362	336	905.1272583	2113.75732422	462.59783936	49.4932518	0.33514687	4745370	46382.03515625	2159.06445313	2114.73901367
362	336	905.26702881	2118.51293945	458.4057312	49.51039505	0.33218768	4770520	48188.80078125	2177.40795898	2114.96459961
362	336	905.40716553	2117.10058594	459.72720337	49.52600479	0.33306161	4782670	50010.17578125	2175.46655273	2115.18994141
362	336	905.54724121	2117.1472168	459.66989136	49.85334396	0.33303142	4783770	51985.90625	2175.65722656	2115.41552734
362	336	905.68725586	2117.56542969	459.29953003	49.94224548	0.33277166	4801750	54102.88671875	2177.19506836	2115.64086914
362	336	905.8270874	2117.94287109	458.97299194	49.85329819	0.33253548	4809660	56219.00390625	2177.90380859	2115.8659668
362	336	905.96716309	2117.47192383	459.3946228	49.85329819	0.33282864	4804500	58335.921875	2174.64111328	2116.09106445
362	336	906.10778809	2115.12792969	461.42453003	49.82455444	0.33429503	4786100	60452.84765625	2167.42016602	2116.28735352
362	336	906.2489624	2112.8828125	463.37927246	49.32873917	0.33570376	4784830	62569.85546875	2156.98461914	2116.47216797
362	336	906.39129639	2108.99633789	466.81396484	49.39226913	0.33812338	4761410	64689.0546875	2142.27490234	2116.65673828
362	336	906.53448486	2105.6965332	469.74337769	50.23862076	0.34019104	4729870	66878.65625	2128.97607422	2116.84179688
362	336	906.6784668	2102.98779297	472.17871094	50.36602402	0.34187815	4719150	69137.7578125	2117.76708984	2117.02661133
362	336	906.82305908	2100.33740234	474.56622314	50.88433838	0.34353891	4714040	71396.84375	2108.23242188	2117.21118164
362	336	906.96795654	2099.55419922	475.28179932	50.86567688	0.34402105	4690460	73655.984375	2108.54663086	2117.39575195
362	336	907.11181641	2103.20361328	471.97689819	50.46014786	0.34175038	4702770	75915.0703125	2119.02807617	2117.54345703
362	336	907.25457764	2107.13354492	468.46856689	50.37050629	0.33928782	4742030	78174.1640625	2134.42260742	2117.67407227
362	336	907.39642334	2110.43383789	465.52883911	50.2136879	0.3372333	4793850	80431.0625	2147.5637207	2117.80419922
362	336	907.53808594	2111.54101563	464.57537842	49.96357727	0.33653715	4848220	82625.0703125	2152.45458984	2117.93505859
362	336	907.68017578	2109.56274414	466.31253052	48.948246	0.3377724	4864300	84754.9296875	2145.59570313	2118.06567383
362	336	907.82208252	2109.7199707	466.17346191	48.37190628	0.33767477	4833130	86884.7578125	2145.55200195	2118.19580078
362	336	907.96398926	2110.47900391	465.5017395	48.58749008	0.33719909	4796940	89014.546875	2148.56030273	2118.32568359
362	336	908.10552979	2111.66796875	464.44775391	48.28741837	0.33645886	4783000	91144.3671875	2153.28564453	2118.41235352
362	336	908.24700928	2112.32495117	463.87704468	48.31544495	0.33604649	4790290	93274.234375	2155.24658203	2118.47705078
362	336	908.38867188	2111.31762695	464.7671814	48.79721069	0.33667648	4801870	95404.1015625	2151.79638672	2118.54199219
362	336	908.53033447	2111.18896484	464.87765503	49.95777893	0.33675638	4799990	97348.7109375	2151.15429688	2118.60693359
362	336	908.671875	2111.85546875	464.29367065	52.22215271	0.33633947	4811170	99097.0703125	2153.92700195	2118.67163086
362	336	908.81311035	2112.80249023	463.44766235	53.23021698	0.33574948	4822160	100839.828125	2157.69384766	2118.73632813
362	336	908.9543457	2112.97802734	463.302948	53.42174911	0.33563879	4844080	102582.6171875	2157.32568359	2118.80029297
362	336	909.09588623	2111.47558594	464.60791016	53.53249741	0.33658275	4836760	104324.875	2151.94140625	2118.81982422
362	336	909.23822021	2108.87036133	466.92584229	53.2294693	0.33820397	4836450	106067.828125	2141.40209961	2118.8125
362	336	909.38153076	2105.12011719	470.25524902	52.76143265	0.34055254	4814620	107810.375	2126.44580078	2118.80493164
362	336	909.52606201	2100.77075195	474.18884277	52.598	0.34326163	4766000	109224.515625	2109.48901367	2118.79736328
