Inline	Crossline	Time(ms)	Density(Kg/m3)	Sonic(Microseconds/meter)	Gamma_Ray(API)	Porosity(Fraction)	P_Impedance(Meter/second x Kg/m3)	P_Impedance_rel(Meter/second x Kg/m3)	Vp(Meter/second)	Density_edited(Kg/m3)
362	336	305.53900146	2036.94592285	536.4609375	16.60616493	0.38315812	3818850	-17076.33007813	1864.23925781	2044.36047363
362	336	305.70236206	2037.54125977	535.82116699	17.39423561	0.38278773	3825520	-18174.11328125	1866.29541016	2044.42919922
362	336	305.86538696	2038.45812988	534.85852051	17.97541618	0.38221347	3832520	-19264.609375	1869.66345215	2044.4979248
362	336	306.02807617	2039.54882813	533.72644043	18.22991562	0.38152984	3841770	-20355.10546875	1873.7175293	2044.56713867
362	336	306.19024658	2040.93017578	532.2822876	18.39554024	0.38066953	3853570	-21445.3828125	1878.79626465	2044.64038086
362	336	306.35183716	2042.96813965	530.12164307	18.51222992	0.37939337	3871890	-22535.86914063	1886.18139648	2044.71362305
362	336	306.513	2044.30639648	528.71704102	18.55120087	0.37855989	3873300	-23438.43554688	1890.04614258	2044.7869873
362	336	306.6746521	2042.78613281	530.31427002	17.72781372	0.37950915	3849560	-24114.86328125	1884.87109375	2044.86022949
362	336	306.83758545	2038.69104004	534.55145264	16.09824562	0.3820776	3811040	-24747.53320313	1869.77966309	2044.93359375
362	336	307.00262451	2032.01623535	541.68334961	15.4059	0.38623434	3751730	-25380.203125	1846.13354492	2045.0065918
362	336	307.1703186	2024.16833496	550.20440674	16.01370239	0.39114797	3698570	-26012.72265625	1817.54528809	2045.07861328
362	336	307.33959961	2019.42407227	555.41479492	17.38911057	0.39410138	3682720	-26645.39453125	1801.40319824	2045.15075684
362	336	307.50863647	2020.14501953	554.58331299	18.11229324	0.39365858	3706750	-27059.7734375	1804.42944336	2045.22265625
362	336	307.67605591	2025.1081543	549.17926025	18.76159096	0.39054394	3755300	-27179.22070313	1822.46289063	2045.29455566
362	336	307.84082031	2033.2	540.43664551	20.09570503	0.38550612	3826460	-27220.29492188	1851.7121582	2045.36633301
362	336	308.00219727	2043.75402832	529.23516846	20.76762962	0.37889826	3902780	-27261.40820313	1886.75585938	2045.43823242
362	336	308.1612854	2050.78222656	522.00415039	20.75294113	0.37452188	3932750	-27302.5234375	1914.52099609	2045.50427246
362	336	308.32012939	2051.66015625	521.18969727	20.4443531	0.37396246	3922460	-27343.59570313	1918.11157227	2045.56970215
362	336	308.47970581	2049.25756836	523.60736084	20.05537224	0.37547171	3894710	-27181.81054688	1909.52282715	2045.63500977
362	336	308.64089966	2044.28649902	528.85699463	19.09642029	0.37856734	3857490	-26699.00195313	1892.25390625	2045.70043945
362	336	308.80316162	2040.91955566	532.30993652	17.68481255	0.38067615	3840810	-26093.71484375	1879.61828613	2045.76599121
362	336	308.96585083	2039.51721191	533.83508301	17.26326942	0.38154924	3842740	-25488.55078125	1876.65893555	2045.83117676
362	336	309.12774658	2042.11706543	531.12457275	17.26840591	0.37992612	3879250	-24883.2734375	1885.53515625	2045.89038086
362	336	309.28744507	2048.9855957	523.9105835	17.4880352	0.37562516	3931330	-24277.98828125	1907.7467041	2045.94677734
362	336	309.44546509	2054.42602539	518.35821533	17.9818821	0.37223774	3962440	-23554.546875	1929.16674805	2046.00317383
362	336	309.60272217	2056.99731445	515.7220459	18.55023384	0.37062788	3965550	-22503.10546875	1937.93615723	2046.05944824
362	336	309.76049805	2054.99487305	517.82159424	18.62129974	0.37187445	3940010	-21245.21289063	1930.20080566	2046.11608887
362	336	309.91955566	2050.9675293	522	18.56666756	0.37439469	3916310	-19987.5703125	1918.27709961	2046.17260742
362	336	310.0791626	2049.36206055	523.61743164	18.1134243	0.37539768	3912450	-18729.67382813	1911.59619141	2046.22424316
362	336	310.23861694	2049.76464844	523.13745117	17.54742432	0.37514737	3914140	-17471.78125	1910.776	2046.27026367
362	336	310.39816284	2049.51147461	523.38427734	17.26416969	0.37530616	3907670	-16189.50390625	1909.95349121	2046.31652832
362	336	310.55813599	2048.11791992	524.8861084	16.49979591	0.3761743	3902990	-14599.08886719	1905.42810059	2046.36279297
362	336	310.71801758	2048.46020508	524.50201416	17.43288422	0.37596232	3907610	-12734.00878906	1906.75292969	2046.40893555
362	336	310.87759399	2049.25610352	523.69238281	17.44636154	0.37546259	3915560	-10869.30957031	1909.8996582	2046.45507813
362	336	311.03686523	2050.45947266	522.42755127	17.51647758	0.37471342	3913820	-9004.22460938	1911.20532227	2046.49938965
362	336	311.19665527	2048.72509766	524.21618652	19.69009972	0.37579939	3892290	-7139.14892578	1905.41699219	2046.53564453
362	336	311.35766602	2044.79785156	528.28088379	19.69009972	0.37824482	3854270	-5274.07568359	1891.06750488	2046.57177734
362	336	311.52044678	2039.22131348	534.0737915	19.62640762	0.38173631	3836430	-3191.93212891	1875.8581543	2046.60778809
362	336	311.68295288	2040.23291016	533.02362061	18.65310287	0.38109162	3868610	-854.96838379	1876.45849609	2046.64379883
362	336	311.84310913	2047.37438965	525.56549072	17.60930634	0.37664694	3927720	1522.00927734	1902.95166016	2046.68017578
362	336	312.00115967	2054.24316406	518.5703125	15.53432751	0.37235105	3934240	3899.46826172	1921.27868652	2046.71594238
362	336	312.16088867	2048.94335938	524.05938721	15.10087585	0.37565234	3851790	6276.92480469	1899.59838867	2046.7421875
362	336	312.32510376	2034.9050293	538.61096191	14.9601984	0.38443449	3770960	8654.3828125	1861.88244629	2046.76855469
362	336	312.4984436	2026.59960938	547.51727295	14.94849968	0.3896338	3713820	11132.07226563	1827.2512207	2046.79467773
362	336	312.69363403	2021.18469238	553.41925049	15.01926136	0.39300492	3713320	13751.38183594	1811.15393066	2046.82067871
362	336	312.82751465	2026.49133301	547.61206055	15.38240242	0.38968247	3788390	16413.84765625	1826.06787109	2046.8470459
362	336	312.99032593	2039.16345215	534.1	15.58526802	0.38179246	3873500	19076.84765625	1872.20202637	2046.8729248
362	336	313.14984131	2049.68652344	523.18188477	15.78304958	0.37519538	3955680	21739.88085938	1911.54052734	2046.89233398
362	336	313.30667114	2058.265625	514.52575684	15.74017715	0.3698349	3984540	24402.93164063	1937.50061035	2046.91027832
362	336	313.46368408	2057.61962891	515.21258545	15.44797325	0.37023729	3952660	27073.8046875	1936.32043457	2046.92810059
362	336	313.62265015	2051.44482422	521.45001221	15.14664173	0.37410229	3901190	29759.58203125	1917.18408203	2046.94592285
362	336	313.78359985	2045.00939941	528.0871582	14.57417679	0.37810874	3858590	32451.875	1894.52893066	2046.96386719
362	336	313.94573975	2041.16357422	532.06341553	14.27514267	0.3805224	3846920	35144.70703125	1880.16296387	2046.98156738
362	336	314.10772705	2041.74462891	531.40374756	14.46473503	0.38015574	3866290	37837.5390625	1881.55737305	2046.99597168
362	336	314.26901245	2043.99597168	529.10662842	14.54984474	0.37875396	3870720	40530.421875	1889.21203613	2047.0078125
362	336	314.43008423	2044.70239258	528.37225342	14.67933655	0.37830892	3883620	43198.67578125	1893.50134277	2047.01989746
362	336	314.59024048	2047.38720703	525.5557251	15.1016798	0.37663689	3911880	45774.1328125	1903.76281738	2047.03198242
362	336	314.74951172	2050.234375	522.65203857	15.48942375	0.37485331	3922030	48282.67578125	1912.15429688	2047.04394531
362	336	314.90881348	2050.36108398	522.53692627	15.59430027	0.37477618	3915000	50791.7109375	1913.44519043	2047.05578613
362	336	315.06848145	2048.97705078	523.96020508	15.58844852	0.37563777	3902140	53300.75390625	1908.53930664	2047.06640625
362	336	315.22875977	2047.2208252	525.769104	15.576437	0.37673751	3888500	55809.78515625	1902.12524414	2047.0748291
362	336	315.38946533	2045.79760742	527.24841309	15.57139969	0.3776235	3880610	58316.29296875	1896.69580078	2047.08288574
362	336	315.55014038	2045.78857422	527.30145264	15.5681839	0.37763134	3887890	60588.32421875	1897.08935547	2047.09155273
362	336	315.70977783	2049.3996582	523.59265137	15.41672039	0.37536097	3936000	62633.34375	1911.92614746	2047.0994873
362	336	315.86685181	2057.56884766	515.23187256	15.10816097	0.3702749	4014080	64678.41796875	1941.97619629	2047.10803223
362	336	316.02111816	2066.93432617	505.95584106	14.9313488	0.36441118	4080800	66723.4921875	1975.60778809	2047.11608887
362	336	316.17327881	2073.70678711	499.33340454	14.90690136	0.36019412	4120510	68768.5078125	2000.57702637	2047.12304688
362	336	316.32479858	2076.05395508	497.09085083	15.23990059	0.35871658	4117710	70813.578125	2010.25390625	2047.12988281
362	336	316.47705078	2073.35424805	499.67904663	16.24364281	0.36041391	4078060	72660.609375	2001.08569336	2047.13684082
362	336	316.63150024	2066.3190918	506.5942688	17.93757057	0.3647953	4008370	74201.03125	1973.14599609	2047.14379883
362	336	316.78860474	2057.26196289	515.61676025	19.63903618	0.37046695	3939690	75628.09375	1939.34094238	2047.15063477
362	336	316.94790649	2050.32495117	522.62402344	20.2395	0.37478557	3900180	77055.140625	1914.38452148	2047.15734863
362	336	317.10845947	2046.30200195	526.7857666	20.20193672	0.37731105	3880220	78482.234375	1900.33532715	2047.16418457
362	336	317.26907349	2046.06445313	526.98547363	19.76642609	0.37745559	3894020	79909.3203125	1898.49401855	2047.17053223
362	336	317.42886353	2048.68676758	524.21905518	18.39258957	0.37582266	3916660	81231.9453125	1906.64343262	2047.17724609
362	336	317.58807373	2050.5300293	522.30944824	16.69975281	0.37466997	3920010	82170.875	1913.79052734	2047.18408203
362	336	317.74777222	2049.00146484	523.93743896	15.97932816	0.375622	3897760	82835.171875	1908.24829102	2047.19055176
362	336	317.90826416	2045.96643066	527.01965332	15.74465561	0.37752169	3872360	83499.515625	1897.43823242	2047.1973877
362	336	318.07022095	2041.96154785	531.22021484	15.33743668	0.38002914	3841760	84163.8515625	1882.87207031	2047.20397949
362	336	318.23318481	2038.91711426	534.4699707	14.99259949	0.38192436	3830350	84828.15625	1873.58654785	2047.21020508
362	336	318.39581299	2039.69140625	533.61212158	14.69138145	0.3814401	3849140	85476.953125	1875.2956543	2047.21679688
362	336	318.55737305	2043.12512207	529.9901123	14.61760044	0.37930217	3880720	85683.8125	1887.35046387	2047.2232666
362	336	318.71749878	2047.78076172	525.23547363	15.0667	0.37638593	3922640	85477.734375	1904.86853027	2047.22973633
362	336	318.87548828	2054.52490234	518.35437012	16.687603	0.37215927	3979750	85271.6796875	1929.3059082	2047.23608398
362	336	319.03125	2062.05273438	510.70321655	17.40348816	0.36747363	4029180	85065.6015625	1958.16931152	2047.24255371
362	336	319.18563843	2066.14282227	506.63897705	17.73527908	0.36491114	4040140	84859.4921875	1971.14892578	2047.24719238
362	336	319.34051514	2064.70166016	508.15057373	18.64213753	0.36580926	4016180	84653.4296875	1966.66479492	2047.25170898
362	336	319.49658203	2060.79760742	512.01983643	18.79339981	0.368251	3980470	84125.296875	1952.01220703	2047.2565918
362	336	319.6541748	2055.5612793	517.23223877	18.5632	0.37153429	3935580	83168.75	1932.46606445	2047.26135254
362	336	319.81381226	2049.23950195	523.75878906	17.17830086	0.37547001	3893780	82103.40625	1910.82067871	2047.26623535
362	336	319.97476196	2045.14685059	527.94415283	16.62299156	0.37803411	3871290	81038.0703125	1894.44897461	2047.27075195
362	336	320.13626099	2043.21386719	529.94714355	16.58519745	0.37923777	3864780	79972.7578125	1887.3581543	2047.2722168
362	336	320.29766846	2043.44250488	529.72393799	16.58548355	0.37909752	3876460	78907.671875	1889.40710449	2047.27258301
362	336	320.45822144	2046.35412598	526.72479248	16.58896446	0.37727028	3907430	77667.6484375	1900.55883789	2047.27294922
362	336	320.6171875	2051.29833984	521.38543701	16.58909988	0.37419182	3916710	76038.59375	1908.94628906	2047.27319336
362	336	320.77709961	2048.43139648	524.62536621	16.58909988	0.37597954	3907070	74193.2265625	1910.36071777	2047.27368164
362	336	320.93673706	2049.16894531	523.72467041	16.58914375	0.37551987	3901960	72347.9375	1907.09680176	2047.27404785
362	336	321.09698486	2047.0369873	525.94708252	16.60934067	0.37685117	3897800	70502.96875	1902.25073242	2047.26977539
362	336	321.25695801	2048.1262207	524.83734131	17.28770065	0.37616682	3910800	68657.625	1905.61938477	2047.26196289
362	336	321.41622925	2050.54443359	522.35095215	19.05579948	0.37466121	3938760	66762.6875	1915.91821289	2047.25354004
362	336	321.57400513	2055.23950195	517.60467529	19.0671978	0.37172228	3970320	64567.85546875	1930.95141602	2047.24536133
362	336	321.73074341	2058.4921875	514.33581543	18.94148064	0.36969775	3981450	62127.921875	1940.81677246	2047.23718262
362	336	321.88763428	2058.07177734	514.75671387	17.47311783	0.3699553	3966480	59687.984375	1940.12939453	2047.2286377
362	336	322.04556274	2054.57348633	518.26745605	15.80234146	0.37214953	3929340	57248.53515625	1928.02941895	2047.21704102
362	336	322.20526123	2049.04785156	523.90515137	15.67939949	0.37559026	3895660	54808.6484375	1909.28015137	2047.19543457
362	336	322.36587524	2046.16271973	526.8737793	15.67939949	0.37739637	3890390	52368.75390625	1898.01940918	2047.17370605
362	336	322.52593994	2047.88049316	525.08654785	15.67939949	0.37632653	3923110	49748.74609375	1906.51464844	2047.1517334
362	336	322.68374634	2055.02734375	517.79278564	15.47651672	0.3718572	4002170	46919.7734375	1935.49645996	2047.13012695
362	336	322.83825684	2066.12084961	506.74328613	14.46916294	0.36491799	4065490	44056.59375	1968.74804688	2047.10827637
362	336	322.99157715	2069.78833008	503.18493652	13.98101044	0.36263511	4047870	41193.96875	1979.43847656	2047.08630371
362	336	323.14697266	2062.96166992	509.8840332	13.91959858	0.36690533	3976430	38330.78125	1959.55822754	2047.04626465
362	336	323.30560303	2052.53320313	520.39544678	14.05734062	0.37339985	3895580	35467.6015625	1922.35375977	2047.00463867
362	336	323.46713257	2043.13671875	529.9911499	14.72894859	0.37928975	3841830	32543.16796875	1886.90539551	2046.96264648
362	336	323.63043213	2037.53894043	535.81317139	15.67037296	0.38279432	3805680	29512.79882813	1866.69689941	2046.9206543
362	336	323.79516602	2033.26	540.38653564	16.44714355	0.3854588	3775260	26437.89648438	1850.7833252	2046.87890625
362	336	323.96075439	2030.47558594	543.35003662	17.12119675	0.38720211	3768800	23363.65039063	1842.5970459	2046.83666992
362	336	324.1260376	2031.49951172	542.22595215	17.66624451	0.38656402	3789850	20288.796875	1845.9798584	2046.77661133
362	336	324.29003906	2035.43908691	538.03997803	17.80349922	0.38410053	3824330	17213.90234375	1858.84997559	2046.7076416
362	336	324.45254517	2040.04345703	533.1362915	17.67807198	0.38121963	3857670	14152.83789063	1874.1472168	2046.63879395
362	336	324.61453247	2041.79748535	531.32214355	17.39342499	0.38012755	3844540	11123.81640625	1881.17333984	2046.56994629
362	336	324.7779541	2037.1151123	536.3236084	17.08029366	0.3830575	3788980	8113.1484375	1864.16577148	2046.50097656
362	336	324.9432373	2031.45898438	542.31945801	16.50213242	0.38657901	3768410	5103.09033203	1845.90551758	2046.4317627
362	336	325.10864258	2031.04296875	542.71350098	16.08226013	0.38684776	3781460	2092.42773438	1844.41552734	2046.34448242
362	336	325.27340698	2033.11462402	540.49926758	16.03857613	0.3855502	3796500	-918.23376465	1850.10754395	2046.2442627
362	336	325.43765259	2034.70324707	538.8237915	16.03285599	0.38456118	3804760	-3882.15063477	1855.94226074	2046.14440918
362	336	325.60147095	2036.08630371	537.35003662	15.96497345	0.38369438	3817910	-6701.88818359	1860.6998291	2046.04431152
362	336	325.76480103	2037.41003418	535.93408203	15.97072124	0.38287097	3824580	-9425.85644531	1865.38562012	2045.94421387
362	336	325.9281311	2037.37866211	535.98638916	15.94786549	0.3828887	3817350	-12149.29492188	1865.6829834	2045.84362793
362	336	326.09191895	2036.11706543	537.29425049	15.70735264	0.38368028	3805910	-14873.23535156	1861.06750488	2045.72521973
362	336	326.25643921	2033.81689453	539.72509766	15.44414425	0.38511258	3782740	-17597.19921875	1852.35925293	2045.58935547
362	336	326.42233276	2029.5402832	544.36804199	15.36139965	0.38779005	3743570	-20259.8515625	1836.49487305	2045.45336914
362	336	326.58944702	2025.90087891	548.29309082	15.36139965	0.39005584	3728840	-22689.34570313	1824.849	2045.31762695
362	336	326.75665283	2025.52050781	548.64056396	15.38120556	0.39029947	3736050	-24951.43554688	1822.18237305	2045.1817627
362	336	326.92376709	2025.93774414	548.22180176	15.47697258	0.39003786	3736320	-27213.125	1824.57946777	2045.0456543
362	336	327.09063721	2026.59265137	547.50085449	15.60713863	0.38962948	3745150	-29475.23828125	1826.53967285	2044.89294434
362	336	327.25708008	2027.97460938	546.02642822	15.6541996	0.38876399	3757110	-31737.35351563	1831.44091797	2044.72155762
362	336	327.42282104	2030.08166504	543.79016113	15.53722668	0.38745236	3778600	-33938.73046875	1839.14233398	2044.54992676
362	336	327.58712769	2034.56115723	538.9644165	15.28414631	0.38464883	3820580	-35858.45703125	1855.95471191	2044.3782959
362	336	327.74963379	2039.99243164	533.15197754	15.18879986	0.3812516	3853590	-37558.796875	1873.07971191	2044.20666504
362	336	327.91171265	2041.42297363	531.7119751	15.25137997	0.38036156	3845760	-39259.47265625	1879.1072998	2044.03491211
362	336	328.07452393	2039.04467773	534.25531006	15.68882561	0.3818489	3822260	-40960.19921875	1872.09436035	2043.85083008
362	336	328.23828125	2036.27746582	537.22387695	16.57926559	0.38357165	3808510	-42660.875	1862.69592285	2043.6484375
362	336	328.40200806	2036.24316406	537.24676514	17.12598801	0.38359708	3820370	-44336.82421875	1861.36987305	2043.44628906
362	336	328.56488037	2039.17858887	534.15032959	17.26663589	0.38175574	3851120	-45739.22265625	1872.4654541	2043.24353027
362	336	328.72607422	2044.04833984	528.94012451	17.40891647	0.37872267	3882820	-46898.9921875	1889.5480957	2043.0411377
362	336	328.88671875	2046.01074219	526.98748779	17.93441391	0.37749255	3887130	-48059.015625	1896.92651367	2042.83862305
362	336	329.04736328	2046.18395996	526.98156738	18.47521019	0.37738508	3904820	-49219.06640625	1903.8314209	2042.62988281
362	336	329.20596313	2052.39599609	520.28765869	18.84302902	0.37350211	3944040	-50379.0703125	1915.1295166	2042.39733887
362	336	329.3644104	2052.90795898	519.888	18.90010071	0.37318745	3926970	-51539.05859375	1921.89025879	2042.16479492
362	336	329.52401733	2049.30712891	523.67584229	18.78121185	0.37542918	3901510	-52508.79296875	1909.97668457	2041.93249512
362	336	329.68426514	2047.06396484	525.85766602	18.15824127	0.37683803	3880530	-53267.58984375	1901.83288574	2041.7
362	336	329.8458252	2042.97375488	530.05169678	17.90115166	0.37938493	3832910	-54004.26953125	1884.45898438	2041.4675293
362	336	330.01013184	2034.3104248	539.26763916	17.71388626	0.38480559	3768210	-54740.93359375	1855.63012695	2041.23413086
362	336	330.17706299	2026.70166016	547.67199707	17.8888607	0.38955629	3747790	-55477.5859375	1836.57556152	2040.97888184
362	336	330.34298706	2029.67358398	544.2064209	17.90623093	0.3877064	3783340	-56214.24609375	1838.9329834	2040.72314453
362	336	330.50704956	2035.25952148	538.26837158	18.03010559	0.38420814	3829700	-56856.30859375	1858.6204834	2040.4675293
362	336	330.66891479	2042	531.13153076	19.40636063	0.38	3880600	-57367.29296875	1882.57946777	2040.21203613
362	336	330.82876587	2048.44091797	524.3114624	20.02892494	0.37597442	3901420	-57841.0546875	1906.49731445	2039.9564209
362	336	330.98904419	2047.13903809	525.70605469	20.04244614	0.37679759	3870680	-58314.82421875	1899.0090332	2039.70056152
362	336	331.15136719	2040.63256836	532.59521484	20.20647621	0.38084966	3819030	-58788.59375	1877.25036621	2039.43591309
362	336	331.31588745	2033.99536133	539.57495117	20.95498085	0.3849985	3815780	-59262.31640625	1865.66796875	2039.1697998
362	336	331.47943115	2039.44226074	533.80804443	21.74697495	0.38160658	3856380	-59717.046875	1873.20898438	2038.90344238
362	336	331.63974	2044.10864258	528.97290039	24.52144241	0.37868229	3852170	-60139.65234375	1883.03637695	2038.63745117
362	336	331.80264282	2038.90661621	534.36499023	26.81576157	0.38194126	3814300	-60548.91015625	1871.36987305	2038.37145996
362	336	331.9671936	2033.69580078	539.91772461	27.99059296	0.38518625	3762000	-60958.15625	1852.30187988	2038.10522461
362	336	332.13418579	2026.25891113	547.86309814	28.04319954	0.389837	3740900	-61367.48046875	1828.86889648	2037.84301758
362	336	332.30078125	2027.41540527	546.60162354	27.64255142	0.38911632	3761520	-61776.78125	1831.71557617	2037.58239746
362	336	332.46603394	2031.63684082	542.08795166	24.91043663	0.38647586	3797370	-62218.91015625	1845.70959473	2037.32177734
362	336	332.62936401	2037.4901123	535.8963623	24.63949966	0.38280448	3854800	-62732.5625	1868.79516602	2037.0612793
362	336	332.78997803	2046.05456543	526.92926025	24.73012161	0.37747151	3913380	-63284.52734375	1896.85302734	2036.80090332
362	336	332.94876099	2051.9074707	520.96331787	25.22111511	0.37380749	3932700	-63836.4609375	1918.36364746	2036.54052734
362	336	333.10760498	2051.71948242	521.11871338	25.68564606	0.37392485	3921380	-64388.37890625	1918.06896973	2036.29577637
362	336	333.2678833	2047.15661621	525.93115234	26.35087967	0.37677753	3845130	-64940.3046875	1899.08312988	2036.06103516
362	336	333.43096924	2038.40063477	534.94714355	26.4715004	0.38224009	3847870	-65535.9921875	1878.65820313	2035.8260498
362	336	333.59213257	2044.18774414	528.89532471	26.17149925	0.37863705	3900520	-66293.234375	1892.27722168	2035.59094238
362	336	333.75076294	2052.48535156	520.33996582	24.96854019	0.37344006	3976350	-67168.390625	1923.78100586	2035.35644531
362	336	333.90698242	2060.37231445	512.43554688	23.98882294	0.36852953	3999980	-68043.578125	1947.62158203	2035.1217041
362	336	334.06329346	2059.90942383	512.88092041	23.78809929	0.36880699	3979660	-68918.8046875	1948.83105469	2034.90136719
362	336	334.22125244	2054.61938477	518.19366455	23.94555664	0.37212834	3917810	-69794.03125	1929.6619873	2034.70581055
362	336	334.38204956	2045.37145996	527.74853516	24.34399414	0.37788558	3843650	-70671.921875	1894.71606445	2034.51074219
362	336	334.54504395	2038.51330566	534.86322021	24.47430038	0.38217834	3824780	-71777.7734375	1872.7479248	2034.31555176
362	336	334.7076416	2039.87988281	533.35943604	24.32993698	0.3813265	3862110	-73103.78125	1878.37207031	2034.1204834
362	336	334.86831665	2046.03356934	526.94067383	23.83889198	0.37747881	3911280	-74429.8046875	1898.07946777	2033.92553711
362	336	335.0274353	2050.81030273	522.06274414	23.16392517	0.37449238	3930520	-75755.8046875	1914.06616211	2033.73608398
362	336	335.18634033	2051.46533203	521.4	22.63110733	0.3740842	3922980	-77081.8046875	1917.29882813	2033.5982666
362	336	335.34594727	2049.18334961	523.77642822	22.48325157	0.37551245	3896110	-78407.5390625	1909.95166016	2033.46044922
362	336	335.50634766	2046.76184082	526.30255127	22.48749924	0.37701982	3887910	-79925.609375	1900.54553223	2033.3223877
362	336	335.66616821	2048.68774414	524.23059082	22.48749924	0.37581941	3927480	-81692.421875	1908.96289063	2033.18469238
362	336	335.82455444	2053.25366211	519.55236816	22.97963333	0.37296414	3955540	-83520.875	1924.03894043	2033.04711914
362	336	335.98260498	2054.32202148	518.45648193	24.02323341	0.37229958	3944360	-85349.328125	1927.10473633	2032.91040039
362	336	336.14202881	2049.72607422	523.16436768	24.79034233	0.3751775	3885800	-87177.78125	1910.4597168	2032.83691406
362	336	336.30410767	2041.33117676	531.91455078	25.17299461	0.38040388	3816840	-89005.875	1881.30395508	2032.77490234
362	336	336.46859741	2033.91748047	539.72711182	25.14993095	0.38505107	3774910	-90963.0703125	1854.88720703	2032.71276855
362	336	336.63400269	2031.2265625	542.62487793	24.5661869	0.38672796	3776740	-93156.328125	1844.21813965	2032.65063477
362	336	336.79821777	2034.75427246	538.74005127	23.88095474	0.38453165	3825320	-95456.046875	1856.8092041	2032.58837891
362	336	336.96051025	2040.70922852	532.42150879	23.63990021	0.38080418	3863360	-97755.7421875	1878.03503418	2032.52770996
362	336	337.12213135	2042.80810547	530.2545166	23.90325928	0.37949789	3857170	-100055.359375	1884.57702637	2032.5300293
362	336	337.28475952	2039.53894043	533.68518066	24.73627853	0.38153812	3815750	-102354.6640625	1872.86181641	2032.56201172
362	336	337.44967651	2032.73034668	540.940979	25.7306366	0.38580358	3760140	-104732.2890625	1850.08178711	2032.59411621
362	336	337.61651611	2026.71728516	547.43133545	26.35853004	0.38954648	3727070	-107279.1015625	1828.62133789	2032.62609863
362	336	337.78414917	2024.06420898	550.18267822	26.62433243	0.39121234	3713980	-109918.734375	1816.54064941	2032.6583252
362	336	337.95294189	2020.78601074	553.7923584	26.67880249	0.39325389	3679330	-112558.3828125	1805.74523926	2032.6920166
362	336	338.1237793	2014.8112793	560.37664795	26.34721184	0.39699262	3628200	-115197.7890625	1784.20874023	2032.8026123
362	336	338.29721069	2006.94030762	569.25708008	25.05484581	0.40192446	3569910	-117837.1875	1756.62988281	2032.9453125
362	336	338.47332764	1999.54846191	577.8762207	23.3857975	0.40652585	3531610	-120463.7265625	1733.75061035	2033.08813477
362	336	338.65	1998.09350586	579.66479492	22.45166016	0.40743557	3555000	-123065.140625	1732.1328125	2033.23144531
362	336	338.82348633	2007.0526123	569.14599609	22.26758575	0.40185606	3646740	-125655.5859375	1758.91845703	2033.37426758
362	336	338.99224854	2021.30029297	553.22143555	22.20222282	0.39293656	3753390	-128246.2578125	1806.93273926	2033.51940918
362	336	339.15640259	2035.10168457	538.35076904	22.23668289	0.38429418	3846780	-130836.7109375	1856.96911621	2033.74951172
362	336	339.31704712	2045.69262695	527.08392334	22.4462986	0.37769985	3894790	-133426.625	1896.93029785	2034.00378418
362	336	339.4776001	2046.21044922	526.84832764	22.74828911	0.37736771	3886040	-135892.21875	1897.82958984	2034.25793457
362	336	339.63818359	2046.23022461	526.76507568	23.52981377	0.37735584	3888190	-138140.15625	1898.02844238	2034.5123291
362	336	339.79873657	2046.17810059	526.76989746	24.11929512	0.37738869	3879790	-140295.375	1896.05688477	2034.76672363
362	336	339.96008301	2043.82128906	529.37304688	24.19079971	0.37885967	3871280	-142450.078125	1892.96533203	2035.02319336
362	336	340.12106323	2044.90869141	528.09088135	23.99457359	0.37818286	3878490	-144604.765625	1892.13049316	2035.35754395
362	336	340.28201294	2044.81591797	528.21472168	22.58719826	0.37824035	3872610	-146758.953125	1892.75830078	2035.72900391
362	336	340.44342041	2043.48291016	529.58074951	21.77386475	0.37907106	3856300	-148768.421875	1888.25524902	2036.10058594
362	336	340.60583496	2040.4465332	532.73779297	21.38749886	0.38097131	3827700	-150417.890625	1876.48608398	2036.47216797
362	336	340.76965332	2035.87097168	537.49291992	21.26223564	0.38384193	3783810	-151851.890625	1858.35168457	2036.84399414
362	336	340.9357605	2028.72827148	545.21630859	20.86636734	0.38828805	3731530	-153286.03125	1834.75537109	2037.21704102
362	336	341.10415649	2022.20422363	552.52526855	20.85740089	0.39236981	3717490	-154720.140625	1819.77514648	2037.65441895
362	336	341.27148438	2025.11608887	549.14361572	20.88921356	0.39055702	3756530	-156154.609375	1824.69470215	2038.14318848
362	336	341.4364624	2032.5703125	541.09136963	21.74790192	0.38589281	3818770	-157439.15625	1848.91723633	2038.63195801
362	336	341.59844971	2041.72180176	531.45837402	22.06753922	0.3801612	3883140	-158168.09375	1881.45373535	2039.12060547
362	336	341.75811768	2049.10693359	523.81872559	22.55257988	0.37556386	3903980	-158499.859375	1905.29821777	2039.60949707
362	336	341.91836548	2047.16223145	525.82037354	24.29180336	0.37677789	3867310	-158831.75	1897.51379395	2040.09973145
362	336	342.08087158	2040.1262207	533.12695313	26.39569664	0.38115987	3825500	-159163.5	1878.40063477	2040.6340332
362	336	342.24468994	2035.99060059	537.4708252	26.74251938	0.38375512	3800130	-159495.296875	1861.87353516	2041.22180176
362	336	342.40921021	2033.73962402	539.86334229	27.28092003	0.38515881	3799480	-159724.625	1855.26611328	2041.80993652
362	336	342.5730896	2036	537.42321777	27.74811554	0.3837516	3835980	-159250.609375	1862.21850586	2042.39770508
362	336	342.7348938	2042.1661377	530.98669434	27.8883934	0.37989387	3865880	-158179.703125	1883.31848145	2042.98583984
