Inline	Crossline	Time(ms)	Density(kg/m3)	Sonic(us/m)	Gamma_Ray(API)	Porosity(fraction)	P_Impedance(Kg/m2s)	P_Impedance_rel(Kg/m2s)	Vp(Meter/second)
442	1007	225.00201416	2108.9	1e30	21.75160027	0.3382	4296420	-2579.3	1e30
442	1007	225.16162109	2108.9	1e30	22.45	0.3382	4296530	-2833.5559082	1e30
442	1007	225.32122803	2108.9	1e30	22.45	0.3382	4296630	-3087.79003906	1e30
442	1007	225.48083496	2108.9	1e30	22.5028286	0.3382	4296740	-3342.0559082	1e30
442	1007	225.64044189	2108.91992188	1e30	22.79803467	0.3382	4296880	-3596.28613281	1e30
442	1007	225.8	2109	1e30	23.13640022	0.3381	4297160	-3850.52001953	1e30
442	1007	225.95965576	2109	1e30	23.65001297	0.3381	4297270	-4082.1418457	1e30
442	1007	226.11924744	2109	1e30	23.78440094	0.3381	4297380	-4297.95019531	1e30
442	1007	226.27886963	2109	1e30	24.85	0.3381	4297490	-4513.78125	1e30
442	1007	226.4384613	2109.01	1e30	24.85	0.3381	4297610	-4729.59179688	1e30
442	1007	226.59806824	2109.1	1e30	24.77319908	0.3381	4297900	-4945.4	1e30
442	1007	226.75767517	2109.1	1e30	23.65	0.3381	4298010	-5161.21972656	1e30
442	1007	226.9172821	2109.1	1e30	23.63080025	0.3381	4298120	-5357.87988281	1e30
442	1007	227.07688904	2109.1	1e30	23.05	0.338	4298230	-5517.56591797	1e30
442	1007	227.23649597	2109.20019531	1e30	23.05	0.338	4298540	-5677.23632813	1e30
442	1007	227.39608765	2109.2	1e30	23.05	0.338	4298650	-5836.91015625	1e30
442	1007	227.55570984	2109.20019531	1e30	23.05005836	0.338	4298760	-5996.59667969	1e30
442	1007	227.71530151	2109.2	1e30	23.63080025	0.338	4298860	-6156.27001953	1e30
442	1007	227.87492371	2109.2	1e30	25.07816505	0.338	4298970	-6309.77929688	1e30
442	1007	228.03451538	2109.2902832	1e30	25.71170425	0.338	4299270	-6403.09912109	1e30
442	1007	228.19412231	2109.3	1e30	25.75	0.3379	4299390	-6496.41992188	1e30
442	1007	228.35372925	2109.30029297	1e30	25.75	0.3379	4299500	-6589.75	1e30
442	1007	228.51333618	2109.3	1e30	25.75	0.3379	4299610	-6683.06982422	1e30
442	1007	228.67294312	2109.39013672	1e30	25.48834419	0.3379	4299890	-6776.39941406	1e30
442	1007	228.83255005	2109.40014648	1e30	24.93628883	0.3379	4300030	-6869.71337891	1e30
442	1007	228.99214172	2109.4	1e30	23.84189987	0.3379	4300140	-6905.93017578	1e30
442	1007	229.15174866	2109.40014648	1e30	23.40279388	0.3379	4300240	-6931.68310547	1e30
442	1007	229.31134033	2109.4	1e30	23.35	0.3378	4300350	-6957.43994141	1e30
442	1007	229.47096252	2109.47998047	1e30	23.11239433	0.3378	4300620	-6983.19287109	1e30
442	1007	229.6305542	2109.5	1e30	23.05	0.3378	4300770	-7008.94238281	1e30
442	1007	229.79016113	2109.5	1e30	23.05	0.3378	4300880	-7034.70019531	1e30
442	1007	229.94976807	2109.5	1e30	23.496418	0.3378	4300980	-7024.87646484	1e30
442	1007	230.109375	2109.57006836	1e30	23.65	0.3378	4301240	-6991.04003906	1e30
442	1007	230.26898193	2109.6	1e30	24.07726097	0.3378	4301400	-6957.21679688	1e30
442	1007	230.42858887	2109.6	1e30	24.66773224	0.3378	4301510	-6923.38671875	1e30
442	1007	230.58818054	2109.6	1e30	25.0021	0.3377	4301620	-6889.54980469	1e30
442	1007	230.74780273	2109.6	1e30	25.12441444	0.3377	4301730	-6855.71533203	1e30
442	1007	230.90739441	2109.65991211	1e30	25.288	0.3377	4301970	-6806.66015625	1e30
442	1007	231.0670166	2109.7	1e30	25.54593468	0.3377	4302150	-6729.22216797	1e30
442	1007	231.22660828	2109.7	1e30	25.89735222	0.3377	4302260	-6651.79199219	1e30
442	1007	231.38621521	2109.7	1e30	26.41	0.3377	4302360	-6574.37011719	1e30
442	1007	231.54582214	2109.76	1e30	26.65001869	0.3377	4302590	-6496.93212891	1e30
442	1007	231.70542908	2109.8	1e30	26.82040024	0.3376	4302780	-6419.5	1e30
442	1007	231.86503601	2109.8	1e30	26.9499836	0.3376	4302890	-6339.82958984	1e30
442	1007	232.02464294	2109.8	1e30	26.78918648	0.3376	4303000	-6240.31982422	1e30
442	1007	232.18423462	2109.8	1e30	26.65	0.3376	4303110	-6140.81005859	1e30
442	1007	232.34385681	2109.85009766	1e30	26.49878502	0.3376	4303320	-6041.29980469	1e30
442	1007	232.50344849	2109.9	1e30	26.35	0.3376	4303530	-5941.79003906	1e30
442	1007	232.66307068	2109.9	1e30	26.35001373	0.3376	4303640	-5842.27001953	1e30
442	1007	232.82266235	2109.9	1e30	26.48681641	0.3376	4303740	-5742.76953125	1e30
442	1007	232.98226929	2109.93994141	1e30	26.65	0.3375	4303940	-5644.72998047	1e30
442	1007	233.14187622	2110	1e30	26.64997482	0.3375	4304160	-5546.93994141	1e30
442	1007	233.30148315	2110	1e30	26.40519905	0.3375	4304270	-5449.16992188	1e30
442	1007	233.46107483	2110	1e30	25.93238258	0.3375	4304380	-5351.37988281	1e30
442	1007	233.62068176	2110	1e30	25.74998856	0.3375	4304490	-5253.59960938	1e30
442	1007	233.78027344	2110.04003906	1e30	25.642	0.3375	4304670	-5155.81982422	1e30
442	1007	233.93989563	2110.1	1e30	25.5532093	0.3375	4304910	-5072.59277344	1e30
442	1007	234.0994873	2110.1	1e30	25.65159988	0.3374	4305020	-4998.87988281	1e30
442	1007	234.2591095	2110.1	1e30	25.45	0.3374	4305120	-4925.14257813	1e30
442	1007	234.41870117	2110.1	1e30	25.44993973	0.3374	4305230	-4851.42285156	1e30
442	1007	234.57830811	2110.12988281	1e30	24.86190033	0.3374	4305400	-4777.70019531	1e30
442	1007	234.73791504	2110.2	1e30	23.03301048	0.3374	4305650	-4703.97412109	1e30
442	1007	234.89752197	2110.2	1e30	22.15	0.3374	4305760	-4645.06982422	1e30
442	1007	235.05712891	2110.2	1e30	22.15	0.3374	4305870	-4612.76660156	1e30
442	1007	235.21673584	2110.2199707	1e30	22.08517456	0.3374	4306020	-4580.46728516	1e30
442	1007	235.37632751	2110.3	1e30	21.85	0.3373	4306290	-4548.16992188	1e30
442	1007	235.53594971	2110.3	1e30	21.79476929	0.3373	4306400	-4515.8671875	1e30
442	1007	235.69554138	2110.3	1e30	21.49959946	0.3373	4306510	-4483.56005859	1e30
442	1007	235.85516357	2110.3	1e30	21.25	0.3373	4306610	-4456.85205078	1e30
