Inline	Crossline	Time(ms)	Density(kg/m3)	Sonic(us/m)	Gamma_Ray(API)	Porosity(fraction)	P_Impedance(Kg/m2s)	P_Impedance_rel(Kg/m2s)	Vp(Meter/second)
442	1007	990.56878662	2205.41113281	435.99822998	41.30614471	0.27789918	5058390	106017.671875	2293.59423828
442	1007	990.69970703	2208.66992188	434.1579895	40.43790054	0.2758	5087260	97837.296875	2303.31005859
442	1007	990.82977295	2205.96533203	435.68664551	40.15	0.27750289	5063360	89653.25	2295.22631836
442	1007	990.96282959	2194.54370117	442.15454102	40.15023422	0.28460389	4964140	80939.8125	2261.65209961
442	1007	991.09771729	2179.2	450.88198853	40.71649933	0.2942	4833720	71148.1015625	2217.87988281
442	1007	991.23480225	2168.32861328	457.06869507	42.44519043	0.301	4744120	61352.41796875	2187.84667969
442	1007	991.37268066	2165.2199707	458.82299805	44.14630127	0.303	4719100	51560.69921875	2179.49
442	1007	991.50976563	2166.18969727	458.27920532	44.65	0.3024002	4726790	41764.9140625	2182.0793457
442	1007	991.64776611	2165.44946289	458.71121216	44.64985657	0.30290025	4720730	31969.21484375	2180.01879883
442	1007	991.78570557	2164.40991211	459.30801392	44.2969017	0.3035	4712330	22177.5	2177.18994141
442	1007	991.92279053	2163.99023438	459.53686523	43.75	0.3038	4709070	12328.17578125	2176.10058594
442	1007	992.06072998	2164.55004883	459.2170105	43.75	0.3035	4713570	1948.35998535	2177.62011719
442	1007	992.1987915	2165.1394043	458.90530396	43.95666122	0.30310032	4718060	-8435.6953125	2179.09863281
442	1007	992.33673096	2163.81884766	459.63775635	44.35022736	0.30390087	4707730	-18819.72460938	2175.6262207
442	1007	992.47479248	2160.43994141	461.543	44.91189957	0.306	4680920	-29199.59960938	2166.64990234
442	1007	992.61376953	2159.76953125	461.92727661	46.23898697	0.30640033	4675580	-39583.62109375	2164.83862305
442	1007	992.75164795	2158.55004883	462.60101318	46.45	0.3072	4666130	-49963.5	2161.68994141
442	1007	992.89074707	2158.80273438	462.45541382	46.52929306	0.30689824	4668170	-60347.2890625	2162.36767578
442	1007	993.02868652	2165.73413086	458.53665161	46.75	0.30259749	4723380	-70140.46875	2180.85131836
442	1007	993.16473389	2175.87988281	452.79800415	46.75	0.2964	4805430	-79896.203125	2208.49
442	1007	993.29980469	2179.31933594	450.82836914	46.8150444	0.29420045	4834040	-89655.8671875	2218.13793945
442	1007	993.43475342	2177.58007813	451.79800415	47.17010117	0.2953	4820060	-99411.5	2213.37988281
442	1007	993.57177734	2167.67993164	457.44207764	47.87014008	0.3015	4738710	-109170.96875	2186.06958008
442	1007	993.70977783	2167.24755859	457.66134644	48.94891357	0.30170146	4735590	-118930.96875	2185.02368164
442	1007	993.84765625	2161.38989258	460.98498535	49.47439957	0.3053	4688640	-128687	2169.27001953
442	1007	993.98577881	2163.34106445	459.87844849	49.57372284	0.30409941	4704160	-137199.328125	2174.49267578
442	1007	994.1227417	2165.79003906	458.52301025	50.11399841	0.3026	4723400	-145382	2180.91992188
442	1007	994.25976563	2168.2409668	457.11636353	49.44047165	0.30109927	4743310	-153567.34375	2187.62329102
442	1007	994.39672852	2171.14990234	455.48001099	49.12332916	0.2993	4766720	-161753.328125	2195.48974609
442	1007	994.53369141	2170.97998047	455.53799438	48.6987	0.2994	4765780	-169936	2195.20996094
442	1007	994.66986084	2175.65820313	452.89193726	46.75	0.29640102	4803960	-178122.328125	2208.02563477
442	1007	994.80566406	2171.63989258	455.19	46.75	0.2989	4770830	-186305	2196.87988281
442	1007	994.94281006	2170.15063477	456.02349854	46.78211594	0.29989946	4758850	-193111.40625	2192.87255859
442	1007	995.07891846	2172.24194336	454.82989502	48.04639816	0.29859877	4775930	-199042.40625	2198.62524414
442	1007	995.21472168	2177	452.15600586	48.04639816	0.2956	4814700	-204970	2211.62988281
442	1007	995.35223389	2176.99536133	452.15859985	48.04576111	0.29560286	4814700	-210900.40625	2211.59741211
442	1007	995.48974609	2165.66992188	458.5960083	46.48770142	0.3027	4722440	-216829	2180.57006836
442	1007	995.62774658	2164.33959961	459.32720947	45.87365723	0.30360025	4711990	-222759.390625	2177.09912109
442	1007	995.76574707	2163.36254883	459.9156189	45.28316498	0.30419853	4703800	-228688.96875	2174.31640625
442	1007	995.90270996	2169.14990234	456.61099243	44.693	0.3006	4750570	-233556	2190.05004883
442	1007	996.03881836	2174.89331055	453.34301758	43.55524063	0.29689786	4797450	-236807.3125	2205.84960938
442	1007	996.17272949	2183.4699707	448.48901367	42.91230011	0.2916	4868580	-240057	2229.70996094
442	1007	996.30578613	2193.6418457	442.68286133	42.32186508	0.28519878	4955450	-243308.3125	2258.95581055
442	1007	996.43780518	2198.53149414	439.89123535	41.99078369	0.28219914	4997910	-246560.3125	2273.29394531
442	1007	996.56866455	2201.81005859	438.04	41.95	0.2801	5026520	-249810	2282.9
442	1007	996.69976807	2208.04223633	434.52267456	41.70027542	0.27619863	5081600	-253061.34375	2301.38671875
442	1007	996.82873535	2213.44995117	431.42300415	41.65	0.2728	5130620	-256289	2317.90991211
442	1007	996.95678711	2219.91992188	427.75396729	41.40987778	0.2688	5189810	-256943.265625	2337.79003906
442	1007	997.08587646	2220.04736328	427.68252563	41.35	0.26870164	5190900	-257598.25	2338.18188477
442	1007	997.21472168	2213.62988281	431.32998657	41.35	0.2727	5132240	-258252	2318.40991211
442	1007	997.34576416	2206.22607422	435.53027344	41.57590866	0.27740243	5065770	-258906.265625	2296.03833008
442	1007	997.47772217	2196.66992188	440.98199463	42.09180069	0.2834	4981550	-259560	2267.66992188
442	1007	997.61486816	2165.73461914	458.54104614	42.89863205	0.30270335	4726280	-260214.265625	2180.82592773
442	1007	997.75476074	2152.54956055	466.01321411	44.20672989	0.31090024	4619090	-260868.609375	2145.85913086
442	1007	997.89465332	2151.6	466.54501343	45.26940155	0.3115	4611770	-259891	2143.41992188
442	1007	998.03479004	2152.68139648	465.94003296	45.9535141	0.31079897	4620070	-258106.265625	2146.2043457
442	1007	998.17480469	2156.67993164	463.6789856	46.48759842	0.3083	4651290	-256321	2156.65991211
442	1007	998.31182861	2160.80053711	461.33972168	46.66460037	0.30569971	4683790	-254535.265625	2167.6015625
442	1007	998.45092773	2161.97998047	460.6640625	46.66439819	0.305	4693170	-252750.265625	2170.77978516
442	1007	998.58880615	2161.84008789	460.75900269	46.16889954	0.3051	4691900	-250966	2170.33007813
442	1007	998.72680664	2161.67993164	460.85507202	45.85	0.3052001	4690590	-249179.8125	2169.87988281
442	1007	998.86462402	2161.47998047	460.95001221	45.85	0.3054	4689200	-246301	2169.42993164
442	1007	1000	2161.33984375	461.04504395	47.53133774	0.3055	4687930	-242535.46875	2168.98974609
442	1007	1000	2161.18969727	461.14004517	49.340065	0.3056	4686630	-238770.453125	2168.53979492
442	1007	1000.07519531	2160.99	461.23498535	49.75	0.3057	4685230	-235007	2168.09008789
442	1007	1000	2160.79980469	461.32998657	49.74915314	0.3058	4683840	-231242.46875	2167.6496582
442	1007	1000.08776855	2160.64990234	461.42498779	47.66619873	0.3058	4682560	-227478	2167.2
442	1007	1000	2160.5	461.52105713	44.68546295	0.3059	4681270	-223713.25	2166.75
442	1007	1000	2160.31005859	461.61605835	43.61063385	0.306	4679880	-219390.9375	2166.29980469
442	1007	1000.11694336	2160.15991211	461.70401001	43.45	0.3061	4678660	-214355	2165.88989258
442	1007	1000	2163.30371094	459.93383789	43.45	0.30419764	4703610	-209317.953125	2174.24023438
442	1007	1000.15045166	2172.54003906	454.681	43.45	0.2984	4778520	-204283	2199.34008789
442	1007	1000	2181.08154297	449.81622314	43.57026672	0.29309911	4848850	-199244.953125	2223.13378906
442	1007	1000.21063232	2184.53051758	447.86776733	43.98102951	0.29089972	4877650	-194207.96875	2232.80126953
442	1007	1000.42114258	2185.72998047	447.20199585	44.792	0.2902	4887570	-189172	2236.12988281
442	1007	1000	2184.01	448.17095947	45.9732399	0.2912	4873170	-184009.71875	2231.29003906
442	1007	1000.52642822	2184.01	448.15600586	47.05260086	0.2913	4873330	-178401	2231.37011719
442	1007	1001.05273438	2186.26123047	446.87936401	48.03453064	0.28989932	4892300	-172789.71875	2237.74291992
442	1007	1001.18566895	2188.89086914	445.40438843	48.85	0.28819934	4914400	-167177.71875	2245.15307617
442	1007	1001.31964111	2191.44995117	443.93	48.85	0.2866	4936490	-161569	2252.61010742
442	1007	1001.45172119	2193.87036133	442.53686523	48.68639755	0.285	4957500	-155957.71875	2259.70068359
442	1007	1001.58477783	2194.47998047	442.20199585	47.94279861	0.2847	4962650	-150348	2261.40991211
442	1007	1001.7177124	2191.14868164	444.12271118	47.05	0.28680083	4933680	-144736.703125	2251.6262207
442	1007	1001.85180664	2187.90771484	445.93618774	47.05	0.28880134	4906400	-139091.703125	2242.47387695
442	1007	1001.98675537	2182.7199707	448.88400269	47.05	0.2921	4862590	-133445	2227.75
442	1007	1002.1217041	2177.57861328	451.83486938	47.05	0.29530099	4819470	-127795.6953125	2213.19580078
442	1007	1002.25756836	2173.66992188	454.043	47.05	0.2977	4787370	-122149	2202.42993164
442	1007	1002.39373779	2175.56054688	452.9597168	46.80907822	0.2964997	4802990	-116500.703125	2207.70141602
442	1007	1002.52972412	2176.79101563	452.23937988	45.52834702	0.29579931	4813360	-110851.7109375	2211.22290039
442	1007	1002.66467285	2179.42993164	450.76501465	45.40050125	0.2941	4834970	-105205	2218.44995117
442	1007	1002.79974365	2182.42211914	449.05264282	45.40054321	0.29229847	4860070	-99823.59375	2226.91650391
442	1007	1002.93280029	2188.24	445.7789917	45.50519943	0.2886	4908810	-94637.203125	2243.26
442	1007	1003.06677246	2189.78100586	444.9045105	46.57873535	0.28769943	4921900	-89448.7890625	2247.67260742
442	1007	1003.19970703	2191.94091797	443.65545654	47.65183258	0.28629947	4940630	-84260.2890625	2254.00244141
442	1007	1003.33276367	2194.07006836	442.43	48.70909882	0.285	4959130	-79073.8984375	2260.24
442	1007	1003.46472168	2195.10668945	441.83004761	49.6354599	0.28430226	4968280	-73885.390625	2263.29956055
442	1007	1003.59869385	2186.25	446.90200806	55.18420029	0.2899	4892050	-68699	2237.62988281
442	1007	1003.73577881	2171.21630859	455.44644165	57.25	0.29929608	4767170	-63714.703125	2195.6472168
442	1007	1003.86975098	2186.5	446.76	57.25	0.2897	4894120	-59287.69921875	2238.34008789
442	1007	1004.00317383	2186.5	446.76	57.25	0.2897	4894120	-54862.6015625	2238.34008789
442	1007	1004.13665771	2188.5300293	445.59896851	57.25	0.2884	4911440	-50435.59765625	2244.17016602
442	1007	1004.27081299	2188.6	445.56100464	57.25	0.2884	4912010	-46010.5	2244.36010742
442	1007	1004.40478516	2183.63818359	448.36898804	54.44051361	0.29150108	4870220	-41583.50390625	2230.30541992
442	1007	1004.53973389	2179.43823242	450.76702881	51.76411057	0.29410115	4834970	-37156.59375	2218.44458008
442	1007	1004.67559814	2174.76	453.39700317	48.8368988	0.297	4796610	-32731.40039063	2205.57006836
442	1007	1004.81176758	2175.72119141	452.85629272	48.28358459	0.2963993	4804440	-29176.6640625	2208.21337891
442	1007	1004.94763184	2178.68994141	451.18701172	48.25	0.2946	4828810	-25651.90039063	2216.37988281
442	1007	1005.08270264	2180.47045898	450.18759155	48.25	0.29339963	4843470	-22125.76367188	2221.29174805
442	1007	1005.21673584	2182.04174805	449.30111694	48.2491951	0.29249907	4856520	-18599.6640625	2225.67407227
442	1007	1005.35070801	2185.76	447.18200684	46.272	0.2902	4887880	-15074.90039063	2236.22998047
442	1007	1005.48480225	2191.19116211	444.09423828	42.93951797	0.28679919	4934110	-11548.765625	2251.77368164
442	1007	1005.61663818	2194.36010742	442.2749939	42.25	0.2848	4961540	-8024.02978516	2261.04003906
442	1007	1005.7487793	2197.77075195	440.33462524	42.25037003	0.28259957	4991160	-5029.46777344	2271.00195313
442	1007	1005.8807373	2199.44018555	439.40982056	43.16307449	0.28159982	5005440	-2344.69775391	2275.78076172
442	1007	1006.01269531	2200.07006836	439.043	44.82360077	0.2812	5011060	338.98400879	2277.67993164
442	1007	1006.14477539	2198.30981445	440.0581665	46.57329559	0.28230017	4995510	3023.76220703	2272.42919922
442	1007	1006.2767334	2197.6	440.46499634	47.05	0.2828	4989270	5707.43994141	2270.33007813
442	1007	1006.40869141	2199.41064453	439.42147827	47.04991531	0.28159943	5005250	8392.21191406	2275.72265625
442	1007	1006.53967285	2201.63061523	438.15057373	46.84570313	0.28019956	5024830	11076.94433594	2282.32226563
442	1007	1006.67071533	2203.36010742	437.17001343	46.35150146	0.2791	5040070	13641.90039063	2287.43994141
442	1007	1006.80279541	2202.14941406	437.83935547	46.15	0.27990043	5029600	15732.25097656	2283.93798828
442	1007	1006.93371582	2200.57006836	438.7460022	46.15	0.2809	5015590	17821.69921875	2279.2199707
442	1007	1007.06591797	2199.51977539	439.33609009	46.88965225	0.28150013	5006480	19912.04882813	2276.15942383
442	1007	1007.19787598	2199.10058594	439.56570435	48.25151443	0.28179967	5002890	22002.34960938	2274.97143555
442	1007	1007.33459473	2200.33007813	438.86499023	50.25270081	0.281	5013690	24091.80078125	2278.61010742
442	1007	1007.47131348	2200.79956055	438.60021973	51.25	0.28070024	5017790	26182.15039063	2279.97875977
442	1007	1007.60803223	2199.88989258	439.14401245	51.25	0.2813	5009510	28271.59960938	2277.15991211
442	1007	1007.74481201	2198.75952148	439.79830933	51.34183502	0.28210026	4999470	30150.13476563	2273.76879883
442	1007	1007.88153076	2197.57983398	440.45327759	51.42129135	0.28280029	4989360	31953.63671875	2270.38842773
442	1007	1008.01824951	2196.38989258	441.10699463	51.63740158	0.2835	4979280	33756.30078125	2267.02001953
442	1007	1008.15496826	2195.25952148	441.76123047	52.28964233	0.28420031	4969350	35559.8359375	2263.66870117
442	1007	1008.29174805	2194.12988281	442.41598511	52.89160156	0.2849	4959440	37362.6015625	2260.32006836
442	1007	1008.42059326	2192.94946289	443.07028198	53.3238945	0.28560033	4949450	39166.03515625	2256.97875977
442	1007	1008.54943848	2191.81958008	443.72427368	54.04656219	0.28640026	4939590	40969.53515625	2253.64868164
442	1007	1008.67834473	2190.68994141	444.3789978	54.93170166	0.2871	4929790	42776.19921875	2250.33007813
442	1007	1008.80718994	2189.50952148	445.03326416	55.9405899	0.28780031	4919880	44591.54296875	2247.01855469
442	1007	1008.93603516	2188.37011719	445.68798828	56.88539886	0.2885	4910100	46406.1015625	2243.7199707
442	1007	1009.06494141	2187.24951172	446.34231567	57.7019043	0.28930026	4900390	48221.43359375	2240.42871094
442	1007	1008.29302979	2186.06958008	446.99731445	58.45	0.29	4890570	50036.734375	2237.1484375
442	1007	1009.32263184	2184.7800293	447.71	58.45	0.2907	4879910	51851.3984375	2233.59008789
442	1007	1009.45666504	2183.9	448.21496582	58.35123062	0.2913	4872430	53666.63671875	2231.0703125
442	1007	1009.5916748	2184.18994141	448.07299805	57.68170166	0.2911	4874630	55482.69921875	2231.7800293
442	1007	1009.72570801	2184.9909668	447.60858154	56.65	0.29059952	4881490	57499.72265625	2234.0925293
442	1007	1009.85980225	2186.96069336	446.47055054	56.65012741	0.28939953	4898340	59516.82421875	2239.79199219
442	1007	1010	2188.9	445.4	56.967	0.2882	4914470	61533.1015625	2245.16992188
442	1007	1010.12670898	2190.80029297	444.3168335	58.07384872	0.287	4930710	63550.21484375	2250.65087891
442	1007	1010.25964355	2191.56005859	443.88	59.16759872	0.2866	4937290	65566.5	2252.86010742
442	1007	1010.39263916	2189.2109375	445.19650269	60.74488449	0.288	4917390	67583.5234375	2246.20263672
442	1007	1010.52667236	2191.30322266	443.99810791	61.9321785	0.28659797	4935500	69600.6796875	2252.25952148
442	1007	1010.65777588	2199.45996094	439.39199829	63.85	0.2816	5005800	71776.1015625	2275.87011719
442	1007	1010.78881836	2206.83300781	435.2093811	63.84996796	0.27699822	5070810	74054.2265625	2297.74853516
442	1007	1010.91766357	2213.8	431.24398804	63.75870132	0.2726	5133520	76331.5	2318.87011719
442	1007	1011.04663086	2216.79248047	429.52258301	63.208992	0.27069852	5161090	78609.71875	2328.16772461
442	1007	1011.17480469	2222.82348633	426.09613037	62.95	0.26699796	5216790	80887.9296875	2346.89013672
442	1007	1011.30078125	2230.85009766	421.56698608	62.95	0.262	5291840	83165.203125	2372.1
442	1007	1011.42669678	2235.45922852	418.96133423	62.95002365	0.25910038	5335720	85443.4296875	2386.85839844
442	1007	1011.55267334	2234.07006836	419.73800659	62.99319839	0.26	5322540	87720.703125	2382.43994141
442	1007	1011.67871094	2235.09082031	419.13061523	63.60970688	0.25929961	5332680	90225.125	2385.89208984
442	1007	1011.8036499	2236.74121094	418.19921875	64.60590363	0.25829911	5348510	92736.8203125	2391.20458984
442	1007	1011.92877197	2240.2199707	416.237	64.60590363	0.2561	5382070	95247.6015625	2402.47998047
442	1007	1012.05371094	2240.91015625	415.8208313	64.60590363	0.25569978	5389110	97759.3203125	2404.88110352
442	1007	1012.17773438	2241.7	415.40200806	64.60590363	0.2552	5396460	100270	2407.31005859
442	1007	1012.3026123	2242.39038086	414.98275757	64.6060791	0.25469977	5403580	102782.0234375	2409.74121094
442	1007	1012.42675781	2243.47045898	414.39862061	65.03985596	0.25409958	5413800	105293.03125	2413.13208008
442	1007	1012.55072021	2245.04003906	413.52099609	65.91449738	0.2531	5429070	107821	2418.26
442	1007	1012.67468262	2246.52050781	412.63562012	66.23330688	0.25219959	5444300	110459.0625	2423.4519043
442	1007	1012.79772949	2248.09008789	411.75100708	66.25	0.2512	5459810	113097	2428.64990234
442	1007	1012.92169189	2245.82836914	413.05502319	66.25	0.2527011	5437130	115736.0703125	2420.98388672
442	1007	1013.04675293	2241.29858398	415.60476685	66.25	0.25540087	5392900	118375.0859375	2406.13549805
442	1007	1013.17169189	2238.07006836	417.4670105	66.25	0.2575	5361080	121012	2395.4
442	1007	1013.29779053	2235.36914063	418.97848511	66.50921631	0.25920054	5335300	123651.0859375	2386.75732422
442	1007	1013.42370605	2233.2199707	420.19799805	66.55	0.2605	5314680	126289	2379.83007813
442	1007	1013.55078125	2229.8190918	422.1265564	66.54970551	0.2626006	5282380	128901.0390625	2368.95678711
442	1007	1013.62322998	2227.48974609	423.45819092	65.81542969	0.26410016	5260240	131446.03125	2361.5090332
442	1007	1013.69561768	2226.7	423.918	65.65	0.2645	5252670	133990	2358.94995117
442	1007	1013.76794434	2226.59912109	423.9786377	65.65028381	0.26460072	5251690	136535.03125	2358.60644531
442	1007	1013.84033203	2223.76	425.59	66.34159851	0.2664	5225140	139079	2349.67993164
442	1007	1013.91278076	2220.86914063	427.20458984	66.77573395	0.26820064	5198630	141624.03125	2340.79663086
442	1007	1013.98516846	2218.2890625	428.67950439	66.85	0.26980057	5174720	144169.03125	2332.74731445
442	1007	1014.05761719	2216.09008789	429.93798828	66.85	0.2712	5154450	146713	2325.91992188
442	1007	1014.13	2214.72998047	430.69506836	66.42734528	0.272	5142210	148984.859375	2321.82958984
442	1007	1014.20233154	2214.33007813	430.91500854	66.04350281	0.2723	5138670	151068	2320.63989258
442	1007	1014.27484131	2214.22998047	430.97503662	64.94081879	0.2724	5137730	153151.84375	2320.32006836
442	1007	1014.34716797	2214.12988281	431.0340271	62.28388214	0.2724	5136800	155235.84375	2320
442	1007	1014.41955566	2214.04003906	431.09298706	60.76589966	0.2725	5135860	157319	2319.68994141
442	1007	1014.49206543	2213.93969727	431.15109253	59.80069733	0.2726	5134950	159402.84375	2319.36987305
442	1007	1014.56439209	2213.6	431.35501099	58.8027	0.2728	5131730	161486	2318.2800293
442	1007	1014.63696289	2211.79980469	432.35906982	58.09469604	0.2738	5115680	163557.5	2312.88964844
442	1007	1015.18847656	2211.62011719	432.4519043	57.85	0.2739	5114150	164785.5	2312.40039063
442	1007	1015.73968506	2212.02001953	432.24	57.85	0.2737	5117580	166012	2313.5300293
442	1007	1015.86865234	2212.67016602	431.8817749	58.17729187	0.27339974	5123330	167240.5	2315.45117188
442	1007	1015.99884033	2213.65991211	431.31399536	59.8764	0.2727	5132380	168467	2318.5
442	1007	1016.12780762	2213.08007813	431.63299561	62.49140549	0.2731	5127240	169695.5	2316.7800293
442	1007	1016.25775146	2213.09082031	431.62463379	64.72647095	0.27309963	5127360	170922.5	2316.83178711
442	1007	1016.38671875	2214.57006836	430.806	66.62590027	0.2722	5140540	172150	2321.22998047
442	1007	1016.51574707	2216.09082031	429.94763184	68.52651978	0.27119952	5154330	172883.03125	2325.86230469
442	1007	1016.64471436	2217.81005859	428.96899414	69.56079865	0.2701	5170090	172960	2331.16992188
442	1007	1016.77368164	2216.46777344	429.74014282	69.56074524	0.27100122	5157790	173038.03125	2326.98413086
442	1007	1016.90270996	2211.64892578	432.47061157	69.43097687	0.274	5114050	173116.03125	2312.29663086
442	1007	1017.03381348	2208.95996094	433.99	68.40979767	0.2757	5089880	173193	2304.2
442	1007	1017.16375732	2207.7890625	434.63156128	66.80368805	0.2764006	5079710	173271.03125	2300.796875
442	1007	1017.2946167	2205.36010742	436.03201294	66.029	0.2779	5057820	173349	2293.40991211
442	1007	1017.42578125	2203.00976563	437.37911987	64.90943146	0.27930012	5036850	173425.546875	2286.34960938
442	1007	1017.5567627	2202.67041016	437.56564331	63.24687958	0.27959961	5033920	172307.484375	2285.37207031
442	1007	1017.68780518	2204.22998047	436.68798828	62.45780182	0.2786	5047640	171035	2289.95996094
442	1007	1017.81866455	2205.84936523	435.76046753	62.05	0.2776005	5062070	169763.46875	2294.83764648
442	1007	1017.9498291	2203.83007813	436.91900635	62.05	0.2789	5044100	168491	2288.75
442	1007	1018.08166504	2199.7	439.26596069	62.86763763	0.2815	5007670	167218.484375	2276.52001953
442	1007	1018.21350098	2199.7	439.26596069	65.65180969	0.2815	5007670	165946.484375	2276.52001953
442	1007	1018.34533691	2199.7	439.26599121	67.39520264	0.2815	5007670	164674	2276.52001953
442	1007	1018.47711182	2199.7	439.26596069	67.39513397	0.2815	5007670	162819.9375	2276.52001953
442	1007	1018.60894775	2199.7	439.26599121	67.2193985	0.2815	5007670	160178	2276.52001953
442	1007	1018.74066162	2199.58007813	439.32409668	66.14596558	0.2816	5006750	157534.921875	2276.21972656
442	1007	1018.8727417	2199.29052734	439.45977783	64.34389496	0.28169966	5004540	154890.921875	2275.52124023
442	1007	1019.00360107	2200.45996094	438.82199097	63.85	0.2809	5014460	152249	2278.83007813
442	1007	1019.13574219	2202.10083008	437.89355469	63.58934021	0.27989954	5028860	149605.921875	2283.66235352
442	1007	1019.2668457	2204.0300293	436.79098511	61.97309875	0.2787	5045960	146964	2289.41992188
442	1007	1019.39770508	2204.3684082	436.57202148	61.21343613	0.27850106	5049310	144320.46875	2290.57495117
442	1007	1019.52862549	2200.22021484	438.95596313	59.35	0.2811	5012390	140542.4375	2278.12988281
442	1007	1019.66070557	2200.41992188	438.84799194	59.32590103	0.281	5014080	136719	2278.68994141
442	1007	1019.79278564	2200.62011719	438.70489502	59.05	0.2809	5016170	132894.4375	2279.44018555
442	1007	1019.92370605	2200.90991211	438.56	59.05	0.2807	5018500	129071	2280.18994141
442	1007	1020.05578613	2201.39208984	438.25970459	59.05	0.28039855	5023020	125246.4375	2281.75683594
442	1007	1020.18572998	2207.1	435.069	59.05	0.2768	5072990	121421.4453125	2298.49
442	1007	1020.31518555	2207.1	435.069	59.05	0.2768	5072990	117598	2298.49
442	1007	1020.44464111	2213.40209961	431.47064209	59.65035629	0.27289855	5129880	113402.1015625	2317.65698242
442	1007	1020.57263184	2219.11010742	428.22698975	60.53570175	0.2694	5182090	108726	2335.20996094
442	1007	1020.70166016	2216.09936523	429.91644287	63.13813782	0.27110049	5154730	104049.1015625	2326.0378418
442	1007	1020.83172607	2214.28881836	430.98068237	65.20596313	0.27230078	5137790	99370.796875	2320.28637695
442	1007	1020.96179199	2211.38989258	432.612	67.313797	0.2742	5111720	94694.8984375	2311.54003906
442	1007	1021.0916748	2208.81176758	434.05303955	67.45010376	0.27579892	5088790	90017.1015625	2303.87524414
442	1007	1021.22070313	2212.93994141	431.73001099	67.72129822	0.2732	5125770	85341.203125	2316.26
442	1007	1021.34967041	2214.82006836	430.67300415	68.01683807	0.272	5142700	80663.1484375	2321.95019531
442	1007	1021.4798584	2215	430.57302856	69.09676361	0.2719	5144310	75609.3125	2322.49
442	1007	1021.6083374	2215	430.57299805	69.25	0.2719	5144310	70499.6015625	2322.49
442	1007	1021.73687744	2218.95043945	428.30578613	69.24970245	0.2693997	5180790	65387.81640625	2334.78125
442	1007	1021.86462402	2220.0300293	427.7	68.5082016	0.2687	5190620	60278.19921875	2338.09008789
442	1007	1021.99365234	2218.47875977	428.56784058	64.71374512	0.26970091	5176530	55166.42578125	2333.35546875
442	1007	1022.12286377	2214.84814453	430.64498901	63.85	0.27200103	5143150	50054.62109375	2322.0949707
442	1007	1022.25280762	2210.74	432.95901489	63.85	0.2745	5106160	44945	2309.68994141
442	1007	1022.38201904	2207.2878418	434.91918945	65.90325928	0.2767013	5075220	39862.35546875	2299.27368164
442	1007	1022.51361084	2202.17993164	437.82400513	66.55	0.2799	5029910	34845.19921875	2284.02001953
442	1007	1022.64569092	2202.22924805	437.79336548	66.54991913	0.27990043	5030300	29826.05664063	2284.17773438
442	1007	1022.77685547	2200.58959961	438.74917603	66.33550262	0.28090024	5015630	24806.85742188	2279.20898438
442	1007	1022.90869141	2199.7	439.26599121	64.36979675	0.2815	5007670	19789.80078125	2276.52001953
442	1007	1023.04016113	2199.70117188	439.26531982	63.55	0.28149927	5007670	14770.55664063	2276.53344727
442	1007	1023.17169189	2202.49	437.67300415	63.55	0.2797	5032310	9753.45019531	2284.81005859
442	1007	1023.30181885	2208.31176758	434.34103394	65.49472809	0.27599889	5084380	4734.484375	2302.33544922
442	1007	1023.4317627	2212.72045898	431.83364868	66.55	0.27329963	5124040	222.77296448	2315.7019043
442	1007	1023.56079102	2214.20996094	430.98800659	66.55	0.2724	5137520	-4140.95996094	2320.25
442	1007	1023.6897583	2214.75952148	430.6932373	65.64859009	0.272	5142320	-8506.45605469	2321.83837891
442	1007	1023.81970215	2213.54003906	431.40899658	62.42179871	0.2728	5130970	-12870.20019531	2317.99
442	1007	1023.94866943	2211.8203125	432.38278198	60.55	0.27389976	5115410	-17235.67578125	2312.76123047
442	1007	1024.07885742	2212.7409668	431.84246826	60.55	0.2732994	5123960	-21601.17578125	2315.6628418
442	1007	1024.20788574	2215.0300293	430.5289917	60.55	0.2718	5144910	-25964.90039063	2322.7199707
442	1007	1024.33654785	2216.83105469	429.50442505	61.0185318	0.27069941	5161370	-30113.03515625	2328.26293945
442	1007	1024.46484375	2219.20996094	428.16699219	61.60129929	0.2692	5183090	-33391	2335.54003906
442	1007	1024.59387207	2217.67871094	429.03268433	62.04320145	0.27020079	5169150	-36670.234375	2330.81640625
442	1007	1024.72277832	2214.67919922	430.73138428	62.77529526	0.27210048	5141690	-39949.53125	2321.62744141
442	1007	1024.8527832	2212.81005859	431.8039856	63.25	0.2733	5124640	-43227.5	2315.87011719
442	1007	1024.98266602	2210.11010742	433.33605957	63.52363586	0.2749	5100230	-46506.8359375	2307.6796875
442	1007	1025.1126709	2209.87011719	433.47299194	64.10150146	0.2751	5098060	-49784.80078125	2306.94995117
442	1007	1025.24279785	2209.62011719	433.6	64.6739502	0.2752001	5095980	-53063.78125	2306.26977539
442	1007	1025.37280273	2209.41967773	433.72808838	65.28553772	0.2754	5094030	-55471.265625	2305.58984375
442	1007	1025.50268555	2209.2199707	433.85501099	65.87560272	0.2755	5092080	-57349.5	2304.91992188
442	1007	1025.6328125	2208.98974609	433.98205566	66.68318939	0.2756	5090060	-59228.5625	2304.23974609
442	1007	1025.76379395	2208.72998047	434.10900879	68.37969971	0.2758	5087960	-61106.80078125	2303.57006836
