Inline	Crossline	Time(ms)	Density(Kg/m3)	Sonic(Microseconds/meter)	Gamma_Ray(API)	Porosity(Fraction)	P_Impedance(Meter/second x Kg/m3)	P_Impedance_rel(Meter/second x Kg/m3)	Vp(Meter/second)
244	387	-16.44243431	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-16.33276939	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-16.22310448	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-16.11343956	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-16.00377464	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-15.89410973	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-15.78444386	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-15.67477894	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-15.56511402	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-15.4554491	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-15.34578514	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-15.23611927	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-15.12645435	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-15.01678944	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-14.90712452	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-14.7974596	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-14.68779469	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-14.57812881	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-14.46846485	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-14.3588	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-14.24913502	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-14.1394701	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-14.02980423	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-13.92013931	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-13.81047535	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-13.70080948	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-13.59114552	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-13.48147964	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-13.37181473	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-13.26214981	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-13.15248489	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-13.04281998	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-12.93315506	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-12.82349014	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-12.71382523	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-12.60416031	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-12.49449539	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-12.38483047	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-12.2751646	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-12.16550064	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-12.05583477	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-11.94617081	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-11.83650589	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-11.72684002	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-11.6171751	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-11.50751019	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-11.39784527	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-11.28818035	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-11.17851543	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-11.06884956	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-10.9591856	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-10.84952068	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-10.73985577	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-10.6301899	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-10.52052498	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-10.41086006	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-10.30119514	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-10.19153118	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-10.08186626	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-9.97220039	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-9.86253548	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-9.75287056	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-9.6432066	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-9.53354168	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-9.42387486	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-9.31421089	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-9.20454502	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-9.09488106	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-8.98521614	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-8.87555122	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-8.7658844	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-8.65622044	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-8.54655647	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-8.43689156	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-8.32722569	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-8.21755981	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-8.1078949	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-7.99823189	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-7.88856649	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-7.77890158	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-7.66923571	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-7.55957031	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-7.44990683	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-7.34024191	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-7.23057652	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-7.12091064	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-7.01124525	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-6.90158176	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-6.79191685	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-6.68225193	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-6.57258558	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-6.46292114	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-6.3532567	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-6.24359226	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-6.13392687	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-6.024261	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-5.91459608	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-5.80493212	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-5.6952672	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-5.58560181	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-5.47593594	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-5.36627102	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-5.25660706	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-5.14694214	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-5.0372777	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-4.92761087	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-4.81794643	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-4.70828199	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-4.59861755	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-4.48895264	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-4.37928629	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-4.26962137	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-4.15995741	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-4.05029249	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-3.94062781	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-3.83096147	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-3.72129631	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-3.61163259	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-3.50196767	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-3.39230299	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-3.2826364	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-3.17297149	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-3.06330776	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-2.95364308	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-2.84397674	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-2.73431158	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-2.62464666	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-2.51498318	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-2.40531826	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-2.29565167	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-2.18598676	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-2.07632184	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-1.96665823	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-1.8569932	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-1.74732697	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-1.63766193	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-1.52799702	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-1.41833341	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-1.30866838	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-1.19900203	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-1.08933699	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-0.97967207	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-0.87	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-0.76034355	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-0.6506772	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-0.54101223	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-0.43134719	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-0.3216837	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-0.21201871	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	-0.10235234	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	0.00731265	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	0.11697765	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	0.22664113	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	0.33630615	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	0.4459725	1e30	1e30	1e30	1e30	1e30	1e30	1e30
244	387	0.55563754	2048.9	1e30	1e30	0.3757	3903460	4763.31054688	1e30
244	387	0.66530252	2048.91479492	1e30	1e30	0.3757	3903550	4763.31054688	1e30
244	387	0.77496594	2048.97851563	1e30	1e30	0.3757	3903760	4763.31054688	1e30
244	387	0.88463104	2049	1e30	1e30	0.37562668	3903820	4763.31054688	1e30
244	387	0.99429733	2049	1e30	1e30	0.3756	3903870	4763.31005859	1e30
244	387	1.10396242	2049	1e30	1e30	0.3756	3903930	5407.328125	1e30
244	387	1.21362746	2049	1e30	1e30	0.3756	3903980	6456.96875	1e30
244	387	1.32329082	2049	1e30	1e30	0.3756	3904040	7568.94091797	1e30
244	387	1.43295586	2049	1e30	1e30	0.3756	3904090	8680.91894531	1e30
244	387	1.54262221	2049	1e30	1e30	0.3756	3904150	9792.88867188	1e30
244	387	1.65228724	2049.07348633	1e30	1e30	0.3756	3904390	10904.87402344	1e30
244	387	1.76195228	2049.1003418	1e30	1e30	0.3756	3904450	11978.44726563	1e30
244	387	1.87161565	2049.1003418	1e30	1e30	0.3756	3904500	12986.63964844	1e30
244	387	1.9812808	2049.1003418	1e30	1e30	0.3756	3904560	13976.21191406	1e30
244	387	2.09094691	2049.1003418	1e30	1e30	0.3756	3904610	14965.74316406	1e30
244	387	2.20061207	2049.1003418	1e30	1e30	0.37552667	3904670	15955.23925781	1e30
244	387	2.31027722	2049.1003418	1e30	1e30	0.3755	3904720	16944.73828125	1e30
244	387	2.41994047	2049.1003418	1e30	1e30	0.3755	3904780	17925.36523438	1e30
244	387	2.52960682	2049.16601563	1e30	1e30	0.3755	3905000	18774.58789063	1e30
244	387	2.63927054	2049.19726563	1e30	1e30	0.3755	3905080	19577.16992188	1e30
244	387	2.74893689	2049.2	1e30	1e30	0.3755	3905130	20379.78515625	1e30
244	387	2.85860348	2049.2	1e30	1e30	0.3755	3905190	21182.39257813	1e30
244	387	2.9682653	2049.2	1e30	1e30	0.3755	3905240	21984.97070313	1e30
244	387	3.07793164	2049.2	1e30	1e30	0.3755	3905300	22787.58398438	1e30
244	387	3.18759537	2049.2	1e30	1e30	0.3755	3905350	23469.68554688	1e30
244	387	3.29726195	2049.25878906	1e30	1e30	0.3755	3905560	24057.02734375	1e30
244	387	3.40692806	2049.29467773	1e30	1e30	0.3755	3905650	24625.75976563	1e30
244	387	3.51659012	2049.3	1e30	1e30	0.37542668	3905710	25194.51757813	1e30
244	387	3.62625647	2049.3	1e30	1e30	0.3754	3905760	25763.25390625	1e30
244	387	3.73592019	2049.3	1e30	1e30	0.3754	3905820	26331.9453125	1e30
244	387	3.84558678	2049.3	1e30	1e30	0.3754	3905870	26835.97265625	1e30
244	387	3.95525289	2049.3	1e30	1e30	0.3754	3905930	27190.92773438	1e30
244	387	4.0649147	2049.3	1e30	1e30	0.3754	3905980	27500.29296875	1e30
244	387	4.17458105	2049.35131836	1e30	1e30	0.3754	3906160	27809.62304688	1e30
244	387	4.28424501	2049.39208984	1e30	1e30	0.3754	3906280	28118.91992188	1e30
244	387	4.39391136	2049.4	1e30	1e30	0.3754	3906340	28428.22265625	1e30
244	387	4.50357819	2049.4	1e30	1e30	0.3754	3906390	28737.52734375	1e30
244	387	4.61323977	2049.4	1e30	1e30	0.3754	3906450	28859.01367188	1e30
244	387	4.72290611	2049.4	1e30	1e30	0.3754	3906500	28907.9609375	1e30
244	387	4.83257008	2049.4	1e30	1e30	0.3754	3906560	28955.359375	1e30
244	387	4.94223642	2049.44384766	1e30	1e30	0.37532666	3906720	29002.75976563	1e30
244	387	5.05190277	2049.48925781	1e30	1e30	0.3753	3906860	29050.16015625	1e30
244	387	5.16156483	2049.5	1e30	1e30	0.3753	3906910	29097.55859375	1e30
244	387	5.27123117	2049.5	1e30	1e30	0.3753	3906970	29035.61914063	1e30
244	387	5.38089514	2049.5	1e30	1e30	0.3753	3907020	28865.57226563	1e30
244	387	5.49056149	2049.5	1e30	1e30	0.3753	3907080	28670.74414063	1e30
244	387	5.60022736	2049.5	1e30	1e30	0.3753	3907130	28475.86914063	1e30
244	387	5.70988941	2049.5	1e30	1e30	0.3753	3907190	28280.97460938	1e30
244	387	5.81955576	2049.52929688	1e30	1e30	0.3753	3907320	28086.14453125	1e30
244	387	5.92921972	2049.58398438	1e30	1e30	0.3753	3907490	27853.50976563	1e30
244	387	6.03888607	2049.6	1e30	1e30	0.3753	3907540	27495.70898438	1e30
244	387	6.14855242	2049.6	1e30	1e30	0.3753	3907600	27097.33203125	1e30
244	387	6.25821447	2049.6	1e30	1e30	0.3753	3907650	26698.94140625	1e30
244	387	6.36788082	2049.6	1e30	1e30	0.37522668	3907710	26300.60742188	1e30
244	387	6.47754478	2049.6	1e30	1e30	0.3752	3907760	25902.2421875	1e30
244	387	6.58721113	2049.62182617	1e30	1e30	0.3752	3907880	25503.90820313	1e30
244	387	6.69687748	2049.68139648	1e30	1e30	0.3752	3908060	25007.04101563	1e30
244	387	6.80653954	2049.7	1e30	1e30	0.3752	3908120	24462.25585938	1e30
244	387	6.91620588	2049.7	1e30	1e30	0.3752	3908170	23913.1171875	1e30
244	387	7.02586937	2049.7	1e30	1e30	0.3752	3908230	23364.02734375	1e30
244	387	7.13553619	2049.7	1e30	1e30	0.3752	3908280	22814.84570313	1e30
244	387	7.24520206	2049.7	1e30	1e30	0.3752	3908340	22265.71484375	1e30
244	387	7.35486412	2049.7	1e30	1e30	0.3752	3908390	21681.57617188	1e30
244	387	7.46453047	2049.71459961	1e30	1e30	0.3752	3908480	21053.49804688	1e30
244	387	7.57419395	2049.77880859	1e30	1e30	0.3752	3908690	20414.03515625	1e30
244	387	7.68386078	2049.8	1e30	1e30	0.37512663	3908750	19774.59765625	1e30
244	387	7.79352713	2049.8	1e30	1e30	0.3751	3908800	19135.11914063	1e30
244	387	7.90318871	2049.8	1e30	1e30	0.3751	3908860	18495.63476563	1e30
244	387	8.01285553	2049.8	1e30	1e30	0.3751	3908920	17852.67578125	1e30
244	387	8.12251854	2049.8	1e30	1e30	0.3751	3908970	17190.88867188	1e30
244	387	8.23218536	2049.8	1e30	1e30	0.3751	3909020	16522.6015625	1e30
244	387	8.34185123	2049.80737305	1e30	1e30	0.3751	3909090	15854.37304688	1e30
244	387	8.45151424	2049.87573242	1e30	1e30	0.3751	3909330	15186.11523438	1e30
244	387	8.56118011	2049.9	1e30	1e30	0.3751	3909380	14517.80273438	1e30
244	387	8.67084408	2049.9	1e30	1e30	0.3751	3909440	13849.58886719	1e30
244	387	8.78050995	2049.9	1e30	1e30	0.3751	3909490	13197.43652344	1e30
244	387	8.89017677	2049.9	1e30	1e30	0.3751	3909550	12555.09179688	1e30
244	387	9	2049.9	1e30	1e30	0.37502667	3909600	11914.13476563	1e30
244	387	9.10950565	2049.9	1e30	1e30	0.375	3909660	11273.19726563	1e30
244	387	9.21916866	2049.96582031	1e30	1e30	0.375	3909890	10632.23535156	1e30
244	387	9.32883549	2049.99731445	1e30	1e30	0.375	3909960	9991.30371094	1e30
244	387	9.43850136	2050	1e30	1e30	0.375	3910010	9373.8984375	1e30
244	387	9.54816341	2050	1e30	1e30	0.375	3910070	8794.87109375	1e30
244	387	9.65783024	2050	1e30	1e30	0.375	3910120	8226.66113281	1e30
244	387	9.76749325	2050	1e30	1e30	0.375	3910180	7658.47167969	1e30
244	387	9.87716007	2050	1e30	1e30	0.375	3910230	7090.26123047	1e30
244	387	9.98682594	2050	1e30	1e30	0.375	3910290	6522.05761719	1e30
244	387	10.09648895	2050.05859375	1e30	1e30	0.375	3910500	5959.85546875	1e30
244	387	10.20615482	2050.09472656	1e30	1e30	0.375	3910590	5469.88427734	1e30
244	387	10.31581879	2050.1	1e30	1e30	0.37492669	3910640	5005.40576172	1e30
244	387	10.42548466	2050.1	1e30	1e30	0.3749	3910700	4540.92138672	1e30
244	387	10.53515148	2050.1	1e30	1e30	0.3749	3910750	4076.43383789	1e30
244	387	10.64481354	2050.1	1e30	1e30	0.3749	3910810	3611.95581055	1e30
244	387	10.75447941	2050.1	1e30	1e30	0.3749	3910860	3147.47167969	1e30
244	387	10.86414337	2050.15136719	1e30	1e30	0.3749	3911050	2745.24804688	1e30
244	387	10.9738102	2050.19189453	1e30	1e30	0.3749	3911160	2390.28881836	1e30
244	387	11.08347607	2050.2	1e30	1e30	0.3749	3911220	2044.2890625	1e30
244	387	11.19313717	2050.2	1e30	1e30	0.3749	3911280	1698.30529785	1e30
244	387	11.30280495	2050.2	1e30	1e30	0.3749	3911330	1352.30883789	1e30
244	387	11.41246796	2050.2	1e30	1e30	0.3749	3911380	1006.32086182	1e30
244	387	11.52213478	2050.2	1e30	1e30	0.3749	3911440	690.78607178	1e30
244	387	11.63180065	2050.2	1e30	1e30	0.37482664	3911500	441.92156982	1e30
244	387	11.74146271	2050.24414063	1e30	1e30	0.3748	3911660	213.27638245	1e30
244	387	11.85112953	2050.28930664	1e30	1e30	0.3748	3911800	-15.37522602	1e30
244	387	11.9607935	2050.3	1e30	1e30	0.3748	3911850	-244.02062988	1e30
244	387	12.07045937	2050.3	1e30	1e30	0.3748	3911910	-472.67221069	1e30
244	387	12.18012619	2050.30029297	1e30	1e30	0.3748	3911960	-701.32342529	1e30
244	387	12.28978729	2050.3	1e30	1e30	0.3748	3912020	-855.50848389	1e30
244	387	12.39945412	2050.3	1e30	1e30	0.3748	3912070	-981.99414063	1e30
244	387	12.50911808	2050.33691406	1e30	1e30	0.3748	3912220	-1108.24291992	1e30
244	387	12.6187849	2050.38647461	1e30	1e30	0.3748	3912370	-1234.49536133	1e30
244	387	12.72845078	2050.4	1e30	1e30	0.3748	3912430	-1360.75354004	1e30
244	387	12.83811188	2050.4	1e30	1e30	0.3748	3912480	-1487.00292969	1e30
244	387	12.9477787	2050.4	1e30	1e30	0.3748	3912540	-1577.58520508	1e30
244	387	13.05744267	2050.4	1e30	1e30	0.37472665	3912590	-1634.17651367	1e30
244	387	13.16710949	2050.4	1e30	1e30	0.3747	3912650	-1683.12744141	1e30
244	387	13.27677631	2050.4	1e30	1e30	0.3747	3912700	-1732.07775879	1e30
244	387	13.38643742	2050.421875	1e30	1e30	0.3747	3912820	-1781.02636719	1e30
244	387	13.49610329	2050.48120117	1e30	1e30	0.3747	3913000	-1829.97741699	1e30
244	387	13.63009739	2050.5	1e30	1e30	0.3747	3913060	-1869.8112793	1e30
244	387	13.79191208	2050.5	1e30	1e30	0.3747	3913120	-1881.30273438	1e30
244	387	13.95372581	2050.5	1e30	1e30	0.3747	3913170	-1883.69262695	1e30
244	387	14.11553192	2050.5	1e30	1e30	0.3747	3913220	-1886.0826416	1e30
244	387	14.27734566	2050.5	1e30	1e30	0.3747	3913280	-1888.47265625	1e30
244	387	14.43915558	2050.5	1e30	1e30	0.3747	3913340	-1890.8626709	1e30
244	387	14.60096931	2050.51464844	1e30	1e30	0.3747	3913430	-1893.25280762	1e30
244	387	14.76278305	2050.57861328	1e30	1e30	0.37462667	3913640	-1885.68371582	1e30
244	387	14.92458916	2050.6	1e30	1e30	0.3746	3913690	-1873.43798828	1e30
244	387	15.08640289	2050.6	1e30	1e30	0.3746	3913750	-1860.80786133	1e30
244	387	15.24821663	2050.6	1e30	1e30	0.3746	3913800	-1848.17785645	1e30
244	387	15.41002655	2050.6	1e30	1e30	0.3746	3913860	-1835.54785156	1e30
244	387	15.57184029	2050.6	1e30	1e30	0.3746	3913910	-1822.91760254	1e30
244	387	15.73364639	2050.60742188	1e30	1e30	0.3746	3913990	-1815.40673828	1e30
244	387	15.89546013	2050.67602539	1e30	1e30	0.3746	3914210	-1814.09814453	1e30
244	387	16.05727386	2050.7	1e30	1e30	0.3746	3914270	-1814.3605957	1e30
244	387	16.21908379	2050.7	1e30	1e30	0.3746	3914320	-1814.62072754	1e30
244	387	16.38089943	2050.7	1e30	1e30	0.3746	3914380	-1814.88061523	1e30
244	387	16.54270363	2050.7	1e30	1e30	0.3746	3914430	-1815.140625	1e30
244	387	16.70451927	2050.7	1e30	1e30	0.37452665	3914490	-1819.82995605	1e30
244	387	16.8663311	2050.7	1e30	1.1225	0.3745	3914540	-1846.34875488	1e30
