Inline	Crossline	Time(ms)	Density(Kg/m3)	Sonic(Microseconds/meter)	Gamma_Ray(API)	Porosity(Fraction)	P_Impedance(Meter/second x Kg/m3)	P_Impedance_rel(Meter/second x Kg/m3)	Vp(Meter/second)
722	848	521.36157227	2083.24975586	505.42010498	45.35395432	0.35420012	4121820	176349.265625	1978.54980469
722	848	521.5135498	2082.87988281	505.60598755	44.50329971	0.3545	4119950	181936	1977.81994629
722	848	521.66955566	2056.55297852	520.55529785	43.65	0.3708981	3950690	187524.28125	1921.02648926
722	848	521.82452393	2064.11010742	516.25897217	42.69210052	0.3662	3998230	193111	1937.01
722	848	521.98052979	2058.12988281	519.67297363	44.97	0.3699	3960740	198700	1924.29003906
722	848	522.12860107	2103.20581055	494.03665161	47.85015488	0.34169638	4257160	204287.625	2024.14379883
722	848	522.2744751	2117.5	485.91598511	46.51	0.3328	4357750	208283	2057.9699707
722	848	522.41955566	2122.03955078	483.37921143	45.52451324	0.33	4390010	211508.3125	2068.76904297
722	848	522.56451416	2121.12988281	483.87399292	48.26509857	0.3306	4383630	214732	2066.64990234
722	848	522.71148682	2111.02001953	489.625	51.182	0.3368	4311530	217957	2042.38
722	848	522.85656738	2122.44921875	483.15039063	53.29407501	0.32980043	4393010	221182.3125	2069.74829102
722	848	523.00146484	2120.6	484.17401123	55.44120026	0.3309	4379840	224407	2065.37011719
722	848	523.14758301	2113.86547852	488.00265503	58.17632294	0.33510292	4331740	227630.5	2049.16894531
722	848	523.29650879	2102.38989258	494.5289917	60.4501	0.3423	4251410	228856	2022.13
722	848	523.44647217	2094.14990234	499.20599365	57.73329926	0.3474	4195010	229645	2003.18005371
722	848	523.59558105	2095.87158203	498.22213745	57.77775192	0.34639907	4206690	230435.328125	2007.13342285
722	848	523.74450684	2099.52001953	496.15200806	59.14590073	0.3441	4231620	231224	2015.51
722	848	523.89361572	2097.3684082	497.37203979	60.09778595	0.34540114	4216930	232013.328125	2010.56567383
722	848	524.04351807	2092.81005859	499.96798706	56.62139893	0.3482	4185920	232803	2000.13
722	848	524.19451904	2086.3	503.6539917	55.83	0.3523	4142390	233541	1985.49
722	848	524.34759521	2076.94213867	508.9887085	56.42584229	0.35819861	4080640	231912.328125	1964.68493652
722	848	524.49951172	2082.37011719	505.9	57.99319839	0.3548	4116300	230284	1976.68005371
722	848	524.65057373	2084.02832031	504.96609497	58.22464371	0.35370123	4127080	228655.34375	1980.33581543
722	848	524.80249023	2079.33007813	507.625	55.38040161	0.3567	4096240	227027	1969.95996094
722	848	524.95550537	2080	507.24	53.54909897	0.3563	4100650	225398	1971.44995117
722	848	525.10754395	2075.78979492	509.6350708	52.75470352	0.3589	4073170	223769.046875	1962.18981934
722	848	525.26049805	2075.65991211	509.71899414	54.73469925	0.359	4072180	221428	1961.87
722	848	525.41253662	2079.93188477	507.30297852	54.43012619	0.35629889	4100020	217643.453125	1971.20397949
722	848	525.56451416	2084.2800293	504.82901001	55.486	0.3536	4128720	213861	1980.87
722	848	525.71551514	2089.2199707	502.00201416	58.85380173	0.3505	4161830	210076	1992.02001953
722	848	525.86553955	2091.19702148	500.8918457	59.73706436	0.34930199	4174970	206291.453125	1996.44287109
722	848	526.01654053	2083.42993164	505.31298828	58.67150116	0.3542	4123340	202509	1978.9699707
722	848	526.1685791	2081.22119141	506.55838013	58.8727417	0.35549927	4108570	198724.015625	1974.10229492
722	848	526.32049561	2083.94995117	505.00500488	59.96789932	0.3537	4126590	193846	1980.18005371
722	848	526.47149658	2085.62011719	504.05499268	59.01950073	0.3527	4137690	188371	1983.91003418
722	848	526.62158203	2093.25170898	499.72787476	58.66083908	0.34799871	4189070	182896.765625	2001.08459473
722	848	526.77050781	2098.15991211	496.94699097	60.23339844	0.3449	4222100	177424	2012.29003906
722	848	526.92053223	2091.00878906	500.99862671	62.44444275	0.34940079	4174000	171948.765625	1996.01733398
722	848	527.0715332	2088.06005859	502.68301392	64.51979828	0.3513	4153910	166476	1989.32995605
722	848	527.22253418	2086.02001953	503.819	64.79550171	0.3525	4140650	161001	1984.83996582
722	848	527.37554932	2076.79077148	509.04138184	63.53231049	0.35819939	4079910	154452.328125	1964.47216797
722	848	527.52752686	2079.24	507.668	61.84429932	0.3567	4096040	147857	1969.79003906
722	848	527.67956543	2084.5090332	504.68255615	60.3658905	0.35340062	4130420	141259.3125	1981.44787598
722	848	527.83148193	2082.2199707	505.98599243	59.6086998	0.3549	4115200	134665	1976.33996582
722	848	527.98254395	2087.17993164	503.16101074	60.08789825	0.3518	4148240	128067	1987.43994141
722	848	528.13256836	2087.72875977	502.85064697	60.02654648	0.35140067	4152000	121469.265625	1988.6574707
722	848	528.2845459	2085.06005859	504.375	56.94219971	0.3531	4134160	114763	1982.65002441
722	848	528.43457031	2090.40893555	501.32556152	55.07947159	0.34970066	4169790	107754.1484375	1994.70788574
722	848	528.58551025	2088	502.69299316	56.49	0.3513	4153630	100747	1989.29003906
722	848	528.73553467	2091.2	500.9	58.499	0.3493	4174980	93737.203125	1996.41003418
722	848	528.88562012	2090.92504883	501.04074097	58.26673126	0.34940305	4173700	86727.4453125	1995.84924316
722	848	529.03857422	2079	507.80499268	57.10469818	0.3569	4094100	79720.703125	1969.26
722	848	529.1895752	2082.6640625	505.74176025	60.56081009	0.35459757	4118110	72710.96875	1977.28881836
722	848	529.34051514	2092.2800293	500.2749939	62.79399872	0.3486	4182560	65763.5	1998.9
722	848	529.48754883	2108.81005859	490.89599609	63.35160065	0.3382	4296700	58868.1015625	2037.08996582
722	848	529.63061523	2130.62475586	478.48138428	62.00485611	0.32459712	4453290	51972.69140625	2089.94165039
722	848	529.77252197	2142	472.01800537	60.1697998	0.3175	4538070	45080.1015625	2118.56005859
722	848	529.91656494	2129.25756836	479.27111816	58.36571121	0.32540783	4444060	38184.6953125	2086.50048828
722	848	530.06555176	2098.58007813	496.69699097	52.50540161	0.3446	4226100	31292.09960938	2013.3
722	848	530.21948242	2069.13989258	513.42901611	46.16559982	0.363	4030650	24396.69921875	1947.68994141
722	848	530.37652588	2048.77294922	524.97729492	42.91098785	0.37579814	3902610	17805.34960938	1904.84619141
722	848	530.5335083	2056.1	520.8079834	43.61840057	0.3712	3948090	11290.79980469	1920.08996582
722	848	530.68658447	2070.53173828	512.6151123	43.35702896	0.36219895	4039170	4773.58886719	1950.78356934
722	848	530.83947754	2074.4699707	510.36599731	42.93569946	0.3597	4064780	-1740.9699707	1959.38
722	848	530.99554443	2058.44995117	519.47698975	42.28030014	0.3697	3963240	-8258.1796875	1925.01
722	848	531.15856934	2020.91369629	540.78118896	42.14	0.39311013	3737680	-14775.15039063	1849.17980957
722	848	531.32757568	1981.20996094	563.388	45.3594017	0.418	3516750	-20795.19921875	1774.97998047
722	848	531.50054932	1957.49902344	576.83496094	47.80604553	0.43279448	3393530	-26160.68359375	1733.59558105
722	848	531.66949463	1979.34997559	564.41400146	48.41009903	0.4192	3507050	-31524	1771.75
722	848	531.83148193	2020.1	541.24798584	50.62	0.3937	3732300	-36889.6015625	1847.57995605
722	848	531.98760986	2061.91259766	517.53588867	47.47016907	0.36759216	3984020	-42255.078125	1932.23754883
722	848	532.13751221	2092.7800293	500.00500488	47.87200165	0.3483	4185670	-47618.3984375	1999.97998047
722	848	532.28857422	2085.27197266	504.27053833	48.33452988	0.35300499	4135300	-52784.62890625	1983.0625
722	848	532.44354248	2065.49	515.49902344	48.89929962	0.3653	4006930	-56536.30078125	1939.87
722	848	532.6015625	2044.32995605	527.52099609	52.45780182	0.3786	3875560	-60289.6015625	1895.66003418
722	848	532.76159668	2031.02990723	535.03808594	54.27445602	0.3869	3796120	-64042.921875	1869.02966309
722	848	532.92248535	2030.63	535.26898193	54.401	0.387	3793660	-67794.703125	1868.2199707
722	848	533.07855225	2055.97949219	520.90838623	52.04972458	0.37130043	3947450	-71547.921875	1919.71850586
722	848	533.23553467	2054.26	521.85198975	52.1054	0.3723	3936500	-75299.703125	1916.25
722	848	533.39349365	2042.31994629	528.66699219	51.187	0.3798	3863290	-77979.5	1891.55004883
722	848	533.55053711	2055.52270508	521.13342285	52.67496872	0.37149823	3944610	-80112.0703125	1918.89587402
722	848	533.70550537	2062.34008789	517.263	52.59629822	0.3672	3987040	-82243.6015625	1933.25
722	848	533.85955811	2065.94677734	515.23913574	53.44572067	0.36499581	4009660	-84376.171875	1940.84460449
722	848	534.01153564	2082.57006836	505.77200317	53.25299835	0.3546	4118120	-86507.796875	1977.18005371
722	848	534.16253662	2084.9699707	504.39801025	52.74560165	0.3531	4133580	-88640.296875	1982.56005859
722	848	534.3135376	2087.97094727	502.69238281	54.32653046	0.35119936	4153610	-90594.5546875	1989.2923584
722	848	534.46453857	2090.58007813	501.21	56.61460114	0.3496	4171070	-91221.203125	1995.17004395
722	848	534.61657715	2081.28588867	506.49642944	54.88918686	0.35540262	4109480	-91848.15625	1974.35070801
722	848	534.76953125	2070.81005859	512.44598389	52.15779877	0.3619	4041180	-92474.8984375	1951.43005371
722	848	534.92449951	2063.08007813	516.83197021	50.05899811	0.3668	3991850	-93101.796875	1934.85998535
722	848	535.08154297	2056.34179688	520.69006348	48.08094025	0.37109891	3949330	-93728.7578125	1920.52355957
722	848	535.23651123	2060.54003906	518.3170166	44.74980164	0.3684	3975580	-94355.5	1929.31994629
722	848	535.39056396	2071.10986328	512.28106689	43.90727234	0.3618001	4043130	-94213.828125	1952.04968262
722	848	535.54449463	2070.70996094	512.50299072	44.8268013	0.3621	4040480	-93535.3984375	1951.20996094
722	848	535.70947266	1999.14001465	553.18597412	43.973	0.4068	3631380	-92856.796875	1807.70996094
722	848	535.87860107	1986.32629395	560.44604492	43.81259155	0.41478354	3547430	-92178.0234375	1784.30090332
722	848	536.03552246	2051.04003906	523.69299316	45.02669907	0.3743	3925870	-91499.703125	1909.52001953
722	848	536.18756104	2080.94018555	506.72155762	46.13744354	0.35570613	4106760	-90820.859375	1973.46887207
722	848	536.34350586	2056.83007813	520.4050293	46.98820114	0.3707	3955240	-89965.296875	1921.57995605
722	848	536.50152588	2047.47998047	525.70697021	46.90129852	0.3766	3895220	-88333.296875	1902.2
722	848	536.66156006	2032.07873535	534.449646	44.96937943	0.38620076	3805410	-86701.234375	1871.08752441
722	848	536.82250977	2029.10998535	536.13299561	42.95479965	0.388	3786890	-85069.8984375	1865.20996094
722	848	536.9776001	2064.16894531	516.23297119	43.03202057	0.36609453	4000430	-83437.8359375	1937.10925293
722	848	537.128479	2085.87988281	503.92099	43.57730103	0.3526	4139480	-81806.5	1984.43994141
722	848	537.27850342	2092.5	500.13900757	43.03979874	0.3484	4183850	-80174.5	1999.43994141
722	848	537.42852783	2091.96533203	500.43460083	42.94301605	0.3488028	4180380	-78161.609375	1998.25976563
722	848	537.58056641	2080.81005859	506.78201294	44.2052002	0.3557	4106600	-75964.5	1973.22998047
722	848	537.7355957	2060.25292969	518.44604492	45.86804581	0.36860445	3974800	-73766.5	1928.84545898
722	848	537.89453125	2042.85998535	528.32202148	46.22909927	0.3795	3866850	-71569.3984375	1892.79003906
722	848	538.05352783	2037.27001953	531.50299072	44.3195	0.383	3833050	-69371.5	1881.45996094
722	848	538.21258545	2043.91479492	527.73736572	42.16130829	0.37879705	3873310	-67173.4921875	1894.8795166
722	848	538.36853027	2055.4	521.2199707	42.9219017	0.3716	3943480	-64945.6015625	1918.57995605
722	848	538.52459717	2058.59960938	519.40625	43.28255081	0.36960024	3963370	-62531.41015625	1925.27905273
722	848	538.68048096	2057.57006836	519.9619751	43.15319824	0.3702	3957170	-60118.19921875	1923.2199707
722	848	538.83850098	2046.49	526.25598145	45.66469955	0.3771	3890100	-57704	1900.2199707
722	848	539.00457764	1995.21618652	555.37878418	46.47032547	0.40920866	3604250	-55289.82421875	1800.57543945
722	848	539.17755127	1961.38	574.61901855	43.58720016	0.4304	3439310	-52876.6015625	1740.2800293
722	848	539.33062744	2076.06884766	509.49868774	41.21905518	0.35870084	4074770	-50462.47265625	1962.71728516
722	848	539.48352051	2072.9699707	511.24899292	40.85800171	0.3607	4054750	-48192.3984375	1955.99
722	848	539.63647461	2074.94995117	510.10900879	41.72219849	0.3594	4067710	-45972.19921875	1960.37
722	848	539.79260254	2060.63842773	518.25549316	44.26052856	0.36830711	3978510	-43752.09765625	1929.54675293
722	848	539.95251465	2032.68005371	534.112	45.06209946	0.3858	3808310	-41532.80078125	1872.27001953
722	848	540.10559082	2074.74804688	510.25021362	44.82474136	0.35960135	4066170	-39312.59765625	1959.82531738
722	848	540.25952148	2069.47998047	513.24200439	44.43849945	0.3629	4032430	-37093.30078125	1948.4
722	848	540.41656494	2052.64990234	522.80200195	43.96260071	0.3733	3926450	-35033.69921875	1912.77001953
722	848	540.57556152	2037.31591797	531.5043335	43.26157379	0.38300246	3833220	-33297.39453125	1881.45178223
722	848	540.73651123	2027.34997559	537.14599609	43.686	0.3891	3774300	-31561.80078125	1861.68994141
722	848	540.89758301	2029.3729248	535.97827148	43.35899734	0.38789818	3786310	-29825.39257813	1865.74572754
722	848	541.05755615	2036.62	531.88201904	42.36489868	0.3834	3829080	-28089.80078125	1880.12
722	848	541.2164917	2039.68005371	530.14398193	44.75149918	0.3814	3847400	-26353.5	1886.2800293
722	848	541.37554932	2039.86560059	530.02789307	46.10491562	0.38139656	3848610	-24617.41796875	1886.69140625
722	848	541.53149414	2053.38989258	522.35400391	43.92699814	0.3729	3931050	-23433.80078125	1914.41003418
722	848	541.68658447	2067.47924805	514.33056641	47.22952652	0.364	4019760	-22320.94726563	1944.27807617
722	848	541.84051514	2065.3	515.5670166	48.52	0.3654	4005880	-21208.5	1939.60998535
722	848	541.99853516	2049.81005859	524.41497803	46.7738	0.3752	3908780	-20095.69921875	1906.89001465
722	848	542.16357422	2001.01977539	552.08709717	42.56262589	0.40560013	3624850	-18982.84960938	1811.30981445
722	848	542.32952881	2000.56005859	552.35797119	39.9249	0.4059	3621860	-17870.5	1810.42004395
722	848	542.49255371	2018.46484375	542.17724609	42.02957535	0.39469689	3722990	-17108.32617188	1844.41967773
722	848	542.65252686	2030.54003906	535.33099365	42.21630096	0.3871	3793110	-16683.80078125	1868
722	848	542.81152344	2043.55004883	527.9630127	42.10210037	0.3791	3870740	-16259	1894.06994629
722	848	542.96557617	2066.77587891	514.78131104	45.56620789	0.36450255	4015280	-15834.2265625	1942.57141113
722	848	543.121521	2056.7199707	520.48498535	47.547	0.3708	3951700	-15409.59960938	1921.29003906
722	848	543.27557373	2071.68725586	511.94567871	46.45217514	0.3613953	4046970	-14984.84179688	1953.33666992
722	848	543.42547607	2090.24	501.40200806	45.15589905	0.3498	4169130	-14597.29980469	1994.41003418
722	848	543.57653809	2089.37988281	501.92300415	43.95970154	0.3504	4162780	-14765.79980469	1992.33996582
722	848	543.73046875	2067.68017578	514.23352051	43.64537048	0.36390606	4021680	-14934.26855469	1944.63952637
722	848	543.8885498	2043.85998535	527.79199219	46.52460098	0.3788	3873070	-15102.59960938	1894.68994141
722	848	544.04858398	2033.72094727	533.5324707	48.28666687	0.3851994	3811840	-15271.06933594	1874.30187988
722	848	544.20849609	2036.0300293	532.2	45.49750137	0.3837	3825720	-15439.40039063	1878.99
722	848	544.36553955	2053.33007813	522.37597656	45.5379982	0.3729	3931330	-15607.90039063	1914.32995605
722	848	544.51855469	2074.3503418	510.46282959	47.46289825	0.3597998	4064290	-15974.03613281	1959.01062012
722	848	544.67156982	2075.1	510.04599	50.4029007	0.3593	4068530	-16551.59960938	1960.60998535
722	848	544.8225708	2083.90795898	505.04214478	54.05134201	0.35380125	4126590	-17129.33398438	1980.03564453
722	848	544.9755249	2078.94995117	507.85	55.8932991	0.3569	4093930	-17706.90039063	1969.08996582
722	848	545.12652588	2084	504.96499634	56.7	0.3537	4127350	-18284.69921875	1980.33996582
722	848	545.27947998	2078.30224609	508.20144653	54.19062042	0.3573049	4090000	-18862.53515625	1967.72290039
722	848	545.43560791	2059.04003906	519.1630249	49.07440186	0.3693	3966800	-19440.09960938	1926.18005371
722	848	545.59161377	2055.83374023	520.98681641	49.81715775	0.37129763	3946090	-20167.60546875	1919.43798828
722	848	545.746521	2065.14990234	515.68597412	51.91839981	0.3655	4004870	-20913.80078125	1939.16003418
722	848	545.89953613	2075.14990234	510.01098633	51.77690125	0.3593	4069000	-21660.30078125	1960.74
722	848	546.04956055	2088.67456055	502.33538818	52.2976265	0.35089713	4158390	-22406.8046875	1990.70031738
722	848	546.1986084	2100.01	495.88699341	52.84519958	0.3438	4234970	-23153	2016.58996582
722	848	546.34857178	2091.02001953	500.99780273	51.80935287	0.34940639	4174770	-23899.49414063	1996.0177002
722	848	546.50354004	2065.95996094	515.22601318	48.99029922	0.3651	4011160	-24623.90039063	1940.9
722	848	546.6595459	2055.59008789	521.125	47.47850037	0.3715	3944560	-25286.5	1918.93005371
722	848	546.81652832	2051.73852539	523.3057251	47.45317841	0.37390083	3921010	-25949.16992188	1910.92736816
722	848	546.97460938	2048.51	525.112	46.416	0.3759	3901180	-26611.59960938	1904.35998535
722	848	547.1315918	2049.44360352	524.58990479	46.82491684	0.37529776	3906790	-27274.26757813	1906.24755859
722	848	547.28753662	2058.4	519.52502441	49.3280983	0.3698	3963340	-27936.69921875	1924.83996582
722	848	547.44250488	2066.07006836	515.16601563	51.59740067	0.365	4011020	-28599.40039063	1941.12
722	848	547.5994873	2050.34887695	524.07562256	54.26500702	0.37480065	3912630	-29025.43164063	1908.11779785
722	848	547.75653076	2047.7199707	525.57299805	56.00400162	0.3764	3896470	-29346.59960938	1902.68994141
722	848	547.91357422	2052.19921875	523.05548096	55.02269363	0.37370047	3923650	-29667.93164063	1911.83825684
722	848	548.0715332	2050.07006836	524.24401855	54.264	0.3749	3910720	-29989.09960938	1907.51
722	848	548.2244873	2073.84008789	510.72198486	53.64889908	0.3601	4064480	-30310.40039063	1958.01
722	848	548.37249756	2103.59692383	493.837677	51.37611389	0.34150189	4259770	-30631.71289063	2024.95300293
722	848	548.52160645	2096.2199707	498.03201294	50.4280014	0.3461	4209240	-30915.69921875	2007.9
722	848	548.67254639	2087.80859375	502.78894043	49.31	0.35130104	4152470	-30706.11132813	1988.90637207
722	848	548.82452393	2083.8	505.07	49.5471	0.3539	4125950	-30496.5	1979.92004395
722	848	548.97747803	2074.34008789	510.46499634	49.7682	0.3598	4063690	-30286.90039063	1959
722	848	549.13153076	2066.85473633	514.70904541	46.08558655	0.36440343	4015770	-30077.21484375	1942.84851074
722	848	549.28857422	2053.5	522.28900146	47.03219986	0.3728	3932400	-29867.59960938	1914.65002441
722	848	549.4486084	2034.93920898	532.85345459	47.99182892	0.38440046	3818970	-29657.88867188	1876.68835449
722	848	549.60852051	2033.12	533.85198975	47.32749939	0.3855	3808430	-29139.80078125	1873.18005371
722	848	549.76751709	2039.63	530.15002441	47.88190079	0.3815	3847370	-28271.09960938	1886.26
722	848	549.92449951	2049.4230957	524.59411621	48.45473862	0.37539786	3906780	-27402.34570313	1906.23681641
722	848	550.08062744	2057.56005859	519.96899414	48.30080032	0.3702	3957080	-26534	1923.18994141
722	848	550.23760986	2054.95092773	521.45440674	48.77915573	0.37179941	3940810	-25665.34570313	1917.7121582
722	848	550.39349365	2057.5300293	520.01800537	50.14490128	0.3703	3956690	-24796.90039063	1923.01
722	848	550.54852295	2063.95996094	516.37	53.24449921	0.3663	3997080	-23928.19921875	1936.6
722	848	550.70452881	2058.61035156	519.37390137	56.31367111	0.36959979	3963630	-22442.48242188	1925.39074707
722	848	550.85955811	2059.29003906	518.98602295	55.74349976	0.3691	3967950	-20925.69921875	1926.82995605
722	848	551.0145874	2065.6472168	515.4085083	55.43218613	0.36530167	4007830	-19408.28320313	1940.20422363
722	848	551.17053223	2059.06005859	519.1539917	55.39569855	0.3694	3966210	-17891.59960938	1926.20996094
722	848	551.32452393	2066.58007813	514.85998535	57.2654	0.3646	4013880	-16374.20019531	1942.2800293
722	848	551.47753906	2073.26196289	511.052948	61.78695297	0.36049885	4056840	-14856.7109375	1956.74389648
722	848	551.63049316	2077.8	508.4960022	60.19	0.3576	4086160	-13165.40039063	1966.57995605
722	848	551.78161621	2084.10473633	504.88446045	63.6797905	0.35369718	4127850	-11083.45214844	1980.65014648
722	848	551.93151855	2095.27001953	498.56698608	63.1507988	0.3467	4202610	-9002.33007813	2005.75
722	848	552.08251953	2086.7	503.43899536	60.04679871	0.3521	4144920	-6920.35986328	1986.33996582
722	848	552.23358154	2087.25219727	503.12765503	61.22579956	0.35169849	4148550	-4838.39306641	1987.56555176
722	848	552.38354492	2093.17993164	499.7539978	57.04249954	0.348	4188440	-2757.27001953	2000.97998047
722	848	552.53662109	2076.57080078	509.20254517	56.95204544	0.35839948	4078280	-675.1986084	1963.85168457
722	848	552.6885376	2078.34008789	508.16500854	57.78929901	0.3572	4089900	1664.92004395	1967.85998535
722	848	552.84051514	2082.33007813	505.901	56.958	0.3548	4116100	4187.33007813	1976.67004395
722	848	552.99359131	2073.17700195	511.12765503	57.40364838	0.36050183	4056200	6709.73583984	1956.45385742
722	848	553.14849854	2066.14990234	515.125	57.77159882	0.3649	4011010	9231.12011719	1941.2800293
722	848	553.30053711	2081.9128418	506.17703247	57.96460724	0.35510439	4113450	11753.52539063	1975.59460449
722	848	553.45452881	2064.52001953	516.03399658	62.40219879	0.3659	4001390	14274.90039063	1937.85998535
722	848	553.61047363	2060.9699707	518.07299805	63.80559921	0.3681	3978140	16797.30078125	1930.22998047
722	848	553.7635498	2073.07617188	511.18322754	62.05981064	0.36060244	4055750	19518.01367188	1956.24169922
722	848	553.91851807	2063.5300293	516.59100342	59.146	0.3666	3994860	22255.90039063	1935.77001953
722	848	554.07653809	2048.40356445	525.20092773	59.59507751	0.37599775	3900480	24994.9140625	1904.03759766
722	848	554.23254395	2057.31005859	520.12298584	59.54539871	0.3705	3955800	27732.80078125	1922.62
722	848	554.38952637	2048.68994141	525.01898193	58.9858017	0.3758	3902560	30471.80078125	1904.68994141
722	848	554.54760742	2047.48632813	525.73248291	59.20523071	0.37659609	3894540	33210.8046875	1902.11291504
722	848	554.70251465	2062.8	517.0300293	60.26160049	0.367	3990290	35931.19921875	1934.12
722	848	554.85455322	2080.33398438	507.04180908	61.72032166	0.35609755	4103300	38607.98828125	1972.2286377
722	848	555.0055542	2089.91992188	501.59399414	59.56620026	0.3501	4166630	41283.69921875	1993.64001465
722	848	555.15655518	2084.85009766	504.4670105	58.93740082	0.3532	4133000	43960.5	1982.29003906
722	848	555.30755615	2085.53955078	504.09539795	62.13063049	0.35280046	4137290	46637.2890625	1983.74853516
722	848	555.45947266	2083.82006836	505.06399536	64.17669678	0.3539	4125950	49312.8984375	1979.94995117
722	848	555.61358643	2070.01147461	512.90887451	64.08363342	0.36250538	4036460	51989.59765625	1949.66186523
722	848	555.77050781	2048.94995117	524.88201904	63.193	0.3757	3904560	54437.19921875	1905.18994141
722	848	555.92852783	2044.67004395	527.30401611	62.14889908	0.3783	3877750	56760.80078125	1896.43994141
722	848	556.08557129	2051.84570313	523.22277832	60.0185051	0.37389642	3921570	59084.33984375	1911.23193359
722	848	556.24047852	2065.83007813	515.29901123	57.57490158	0.3651	4009820	61406.8984375	1940.62
722	848	556.39056396	2091.77441406	500.56256104	56.87840652	0.34889728	4180570	63730.546875	1997.75
722	848	556.53851318	2102.44995117	494.48300171	57.62519836	0.3422	4251930	66053.1015625	2022.31005859
722	848	556.6885376	2094.94995117	498.73901367	57.42089844	0.3469	4200600	68376.703125	2005.06005859
722	848	556.84057617	2081.80615234	506.20932007	58.46167374	0.35510248	4113290	70158.3125	1975.47131348
722	848	556.99353027	2071.92993164	511.82299805	62.07440186	0.3612	4048130	71903.6015625	1953.8
722	848	557.14660645	2076.19042969	509.3977356	63.478	0.35859972	4075880	73649.609375	1963.10095215
722	848	557.29949951	2077.38989258	508.7210083	64.9477005	0.3579	4083650	75394.796875	1965.70996094
722	848	557.45153809	2078.18994141	508.27099609	67.71589661	0.3574	4089010	77140.796875	1967.44995117
722	848	557.6026001	2086.3684082	503.61102295	67.70207977	0.35220113	4142850	78886.65625	1985.65576172
722	848	557.7545166	2081.87988281	506.16900635	67.16690063	0.355	4113420	80509	1975.62
722	848	557.90759277	2076.08251953	509.45068359	66.36991882	0.35869855	4075310	81523.0234375	1962.89526367
722	848	558.05950928	2081.85009766	506.18899536	68.14659882	0.3551	4112800	82536.6015625	1975.55004883
722	848	558.21252441	2076.31005859	509.35299683	70.39550018	0.3586	4076560	83550.6015625	1963.27001953
722	848	558.36657715	2070.26025391	512.78887939	67.90650177	0.36229986	4037300	84564.6171875	1950.12060547
722	848	558.51953125	2070.91992188	512.39300537	66.19090271	0.3619	4041820	85578.203125	1951.63
722	848	558.67456055	2064.78149414	515.88305664	63.66713333	0.36569902	4002430	86592.1484375	1938.42346191
722	848	558.82855225	2068.75	513.6550293	59.80820084	0.3633	4027580	87219.1015625	1946.82995605
722	848	558.98156738	2075.15991211	510.00698853	60.80540085	0.3593	4068910	87373.5	1960.76
722	848	559.13458252	2076.27734375	509.37554932	63.47142792	0.35860172	4076200	87527.9609375	1963.18383789
722	848	559.28851318	2069.5	513.20898438	66.22660065	0.3628	4032530	87682.296875	1948.52001953
722	848	559.44360352	2061.47680664	517.77191162	64.31837463	0.36780208	3981580	87836.765625	1931.35314941
722	848	559.6005249	2053.4	522.38098145	61.55310059	0.3729	3930840	87991.1015625	1914.31005859
722	848	559.75653076	2056.94995117	520.35601807	60.68510056	0.3707	3953080	88145.6015625	1921.76
722	848	559.91162109	2066.80273438	514.75048828	61.39869308	0.36449832	4015190	87594.6953125	1942.68591309
722	848	560.06451416	2073.42993164	510.98300171	63.59629822	0.3604	4057720	86841.296875	1957.01
722	848	560.2175293	2075.80249023	509.61050415	65.28081512	0.35879841	4073350	86087.59375	1962.2857666
722	848	560.36950684	2082.16992188	506.00698853	66.04160309	0.3549	4114910	85334.1015625	1976.26
722	848	560.52154541	2079.59008789	507.47698975	63.30590057	0.3565	4097910	84580.3984375	1970.5300293
722	848	560.67462158	2073.69702148	510.82675171	66.64548492	0.3602019	4059540	83826.640625	1957.61328125
722	848	560.82952881	2066.12011719	515.14599609	68.3237	0.3649	4010800	82950.3984375	1941.2
722	848	560.9855957	2053.26293945	522.44	69.85509491	0.37300438	3930270	81328.7421875	1914.09558105
722	848	561.14556885	2035.93005371	532.26898193	70.82749939	0.3838	3825010	79707.703125	1878.75
722	848	561.30450439	2037.62	531.28900146	66.2826004	0.3827	3835240	78086	1882.20996094
722	848	561.46362305	2040.40319824	529.72521973	66.6504364	0.38099805	3851790	76464.34375	1887.76647949
722	848	561.621521	2048.2	525.315979	67.73570251	0.3762	3898990	74843.3984375	1903.62
722	848	561.77655029	2063.29345703	516.73797607	69.75558472	0.36669782	3992940	73221.6015625	1935.21765137
722	848	561.92950439	2071.95996094	511.82299805	69.96360016	0.3613	4048210	71250.203125	1953.8
722	848	562.08355713	2070.22998047	512.77697754	64.54509735	0.3623	4037300	68929.203125	1950.17004395
722	848	562.2366333	2079.46655273	507.53619385	64.85848236	0.35659581	4097190	66608.15625	1970.30493164
722	848	562.38549805	2095.8	498.2539978	66.05259705	0.3464	4206470	64288.1015625	2007.01
722	848	562.53356934	2106.33544922	492.26296997	66.98039246	0.33979672	4278930	61967.0546875	2031.43261719
722	848	562.67852783	2119.2800293	484.90301514	60.58309937	0.3317	4370700	59647	2062.27001953
722	848	562.82250977	2127.61010742	480.17401123	60.09560013	0.3265	4430970	57326	2082.58007813
722	848	562.97058105	2107.01489258	491.91790771	59.20067215	0.33940318	4284000	54567.9921875	2032.85803223
722	848	563.12054443	2094.33007813	499.09100342	53.72050095	0.3473	4196420	51609.30078125	2003.64001465
722	848	563.27160645	2082.65649414	505.7260437	49.44474792	0.35460228	4118340	48649.296875	1977.35217285
