Inline	Crossline	Time(ms)	Vp(Meter/second)	P_Impedance_rel(Kg/m2s)	P_Impedance(Kg/m2s)	Porosity(fraction)	Gamma_Ray(API)	Sonic(us/m)	Density(kg/m3)
442	1007	1102.2376709	2239.29980469	-106198.7890625	4897055	0.28987294	78.13717651	446.91598511	2186.19799805
442	1007	1102.37182617	2238.19506836	-107844.921875	4893771.5	0.29010895	78.22368622	447.13064575	2185.82006836
442	1007	1102.50585938	2237.1081543	-109437.75	4890540.5	0.29034123	78.30563354	447.3420105	2185.44824219
442	1007	1102.63684082	2236.04052734	-110975.484375	4887365.5	0.29056954	78.38297272	447.54962158	2185.08251953
442	1007	1102.76574707	2234.99072266	-112458.71875	4884245	0.29079401	78.45574951	447.7538147	2184.72290039
442	1007	1102.9017334	2233.96118164	-113884.375	4881184.5	0.29101425	78.52385712	447.9541626	2184.37036133
442	1007	1103.03991699	2232.95214844	-115251.75	4878184	0.29123026	78.58730316	448.15063477	2184.02441406
442	1007	1103.17785645	2231.96557617	-116556.9375	4875251	0.29144147	78.64597321	448.34277344	2183.68603516
442	1007	1103.31677246	2231.00219727	-117798.4609375	4872387	0.29164773	78.69984436	448.53045654	2183.35571289
442	1007	1103.45581055	2230.06103516	-118976.6953125	4869589.5	0.29184937	78.749	448.71386719	2183.03295898
442	1007	1103.59448242	2229.14355469	-120089.09375	4866861	0.29204604	78.79338074	448.89282227	2182.71777344
442	1007	1103.7331543	2228.24926758	-121135	4864201	0.29223785	78.83303833	449.06732178	2182.41040039
442	1007	1103.87194824	2227.37939453	-122111.359375	4861616	0.29242441	78.86792755	449.23703003	2182.11157227
442	1007	1104.0098877	2226.53540039	-123017.03125	4859106.5	0.29260555	78.89809418	449.40185547	2181.82177734
442	1007	1104.14575195	2225.71582031	-123852.1796875	4856670	0.2927815	78.92360687	449.56195068	2181.53979492
442	1007	1104.28161621	2224.92163086	-124614.8984375	4854309.5	0.29295206	78.94446564	449.71713257	2181.26660156
442	1007	1104.41723633	2224.15307617	-125304.59375	4852023.5	0.29311728	78.96073151	449.86743164	2181.00195313
442	1007	1104.55285645	2223.41088867	-125919.1796875	4849816	0.29327688	78.97242737	450.01260376	2180.74633789
442	1007	1104.68884277	2222.69482422	-126457.921875	4847687.5	0.29343089	78.979599	450.15280151	2180.49975586
442	1007	1104.82385254	2222.00366211	-126920.765625	4845633	0.29357961	78.98232269	450.28811646	2180.26147461
442	1007	1104.96191406	2221.33813477	-127306.5078125	4843654	0.2937229	78.98065948	450.41851807	2180.03173828
442	1007	1105.09790039	2220.69702148	-127614.6484375	4841748	0.29386097	78.97467804	450.54412842	2179.81054688
442	1007	1105.23522949	2220.08154297	-127844.1796875	4839917.5	0.29399362	78.96450043	450.66482544	2179.59814453
442	1007	1105.37243652	2219.49072266	-127994.75	4838160.5	0.29412097	78.95018768	450.78076172	2179.39404297
442	1007	1105.50976563	2218.92358398	-128066.140625	4836474	0.29424328	78.93184662	450.89205933	2179.19799805
442	1007	1105.64685059	2218.38037109	-128057.8984375	4834859	0.29436049	78.90956879	450.99871826	2179.01025391
442	1007	1105.78503418	2217.8605957	-127969.65625	4833313	0.29447269	78.88344574	451.10083008	2178.83056641
442	1007	1105.92089844	2217.36499023	-127801.4375	4831838	0.2945798	78.85367584	451.19833374	2178.65893555
442	1007	1106.05578613	2216.89257813	-127553.421875	4830434	0.29468182	78.82036591	451.29119873	2178.49536133
442	1007	1106.19067383	2216.44335938	-127225.15625	4829097.5	0.294779	78.78360748	451.37963867	2178.33959961
442	1007	1106.32580566	2216.0168457	-126816.9765625	4827829	0.2948713	78.74355316	451.46365356	2178.19165039
442	1007	1106.45996094	2215.61279297	-126328.6328125	4826627.5	0.29495877	78.70030975	451.54333496	2178.05175781
442	1007	1106.59399414	2215.23168945	-125761.3046875	4825494	0.29504135	78.65406799	451.61843872	2177.91918945
442	1007	1106.7277832	2214.8737793	-125115.5546875	4824429	0.29511902	78.60497284	451.68914795	2177.79467773
442	1007	1106.86181641	2214.53808594	-124390.7890625	4823430	0.29519194	78.55303192	451.7555542	2177.67773438
442	1007	1106.99768066	2214.22412109	-123588.1015625	4822496.5	0.29526016	78.4983902	451.81765747	2177.56860352
442	1007	1107.13684082	2213.93164063	-122707.375	4821626	0.29532379	78.44110107	451.87561035	2177.46655273
442	1007	1107.28125	2213.66015625	-121750.875	4820818	0.29538298	78.38137054	451.92947388	2177.37133789
442	1007	1107.42541504	2213.40844727	-120719.6328125	4820069.5	0.29543775	78.31928253	451.97937012	2177.28369141
442	1007	1107.56994629	2213.17602539	-119612.828125	4819377.5	0.29548848	78.25485992	452.02554321	2177.20239258
442	1007	1107.71435547	2212.9621582	-118432.328125	4818740.5	0.29553521	78.18826294	452.06808472	2177.12744141
442	1007	1107.85864258	2212.765625	-117178.125	4818156	0.29557809	78.11956787	452.10714722	2177.05883789
442	1007	1108.00305176	2212.58691406	-115853.5390625	4817623	0.29561722	78.04902649	452.14279175	2176.99609375
442	1007	1108.14733887	2212.42431641	-114459.96875	4817139	0.29565278	77.97679138	452.1751709	2176.93896484
442	1007	1108.29174805	2212.27685547	-112996.4296875	4816700	0.29568502	77.90290833	452.20455933	2176.88720703
442	1007	1108.3927002	2212.14379883	-111465.484375	4816303.5	0.29571417	77.82759857	452.2310791	2176.84057617
442	1007	1108.53186035	2212.02392578	-109867.2578125	4815946.5	0.29574043	77.7509613	452.25497437	2176.7980957
442	1007	1108.66992188	2211.91577148	-108205.984375	4815625	0.29576397	77.67326355	452.27648926	2176.76074219
442	1007	1108.8046875	2211.81933594	-106483.421875	4815336.5	0.29578507	77.59465027	452.29571533	2176.72680664
442	1007	1108.9395752	2211.7331543	-104698.4296875	4815079.5	0.29580387	77.51512909	452.31283569	2176.6965332
442	1007	1109.07434082	2211.65625	-102854.15625	4814850.5	0.29582056	77.43489838	452.32806396	2176.66992188
442	1007	1109.20922852	2211.58813477	-100950.8359375	4814646.5	0.29583532	77.35402679	452.34155273	2176.64599609
442	1007	1109.34289551	2211.52783203	-98993.5078125	4814466	0.29584834	77.27278137	452.35342407	2176.625
442	1007	1109.4777832	2211.47436523	-96984.2421875	4814306.5	0.29585981	77.19127655	452.3638916	2176.60668945
442	1007	1109.61169434	2211.42749023	-94921.71875	4814166	0.2958698	77.10948944	452.37301636	2176.59057617
442	1007	1109.74475098	2211.38671875	-92809.609375	4814044	0.29587841	77.02759552	452.38085938	2176.5769043
442	1007	1109.87585449	2211.35180664	-90648.234375	4813940	0.29588568	76.94563293	452.38745117	2176.56518555
442	1007	1110	2211.32299805	-88443.2578125	4813853	0.29589161	76.86385345	452.39294434	2176.55541992
442	1007	1110.13574219	2211.29980469	-86196.984375	4813782.5	0.29589632	76.78236389	452.39724731	2176.54785156
442	1007	1110.26782227	2211.28173828	-83907.9375	4813727.5	0.29589981	76.7011795	452.40045166	2176.54223633
442	1007	1110.39978027	2211.26855469	-81580.1953125	4813687.5	0.29590219	76.6204834	452.40264893	2176.53833008
442	1007	1110.53308105	2211.26025391	-79214.1015625	4813662	0.2959035	76.54033661	452.40383911	2176.53637695
442	1007	1110.66784668	2211.25610352	-76815.8359375	4813649	0.29590377	76.46096039	452.40414429	2176.53588867
442	1007	1110.80175781	2211.25634766	-74387.8359375	4813648.5	0.29590315	76.38248444	452.40356445	2176.53686523
442	1007	1110.93884277	2211.26049805	-71928.4609375	4813660	0.2959016	76.30488586	452.40219116	2176.53930664
442	1007	1111.07678223	2211.26855469	-69442.078125	4813682.5	0.29589918	76.22834778	452.4	2176.54296875
442	1007	1111.21496582	2211.2800293	-66929.0078125	4813715.5	0.29589599	76.15292358	452.39712524	2176.5480957
442	1007	1111.34692383	2211.29443359	-64395.77734375	4813758	0.29589203	76.07887268	452.39352417	2176.55419922
442	1007	1111.47875977	2211.31274414	-61844.83984375	4813810.5	0.29588732	76.00634766	452.38928223	2176.56176758
442	1007	1111.61376953	2211.33374023	-59274.44921875	4813871.5	0.29588196	75.93534851	452.38439941	2176.5703125
442	1007	1111.75085449	2211.35742188	-56689.1015625	4813941.5	0.29587597	75.86608124	452.37896729	2176.58007813
442	1007	1111.88903809	2211.3840332	-54089.0859375	4814019.5	0.29586935	75.79862213	452.37295532	2176.59057617
442	1007	1112.02685547	2211.4128418	-51481.0546875	4814104.5	0.2958622	75.7332	452.36645508	2176.60180664
442	1007	1112.16564941	2211.44335938	-48867.4296875	4814194	0.29585466	75.66989899	452.35961914	2176.61401367
442	1007	1112.30371094	2211.47509766	-46246.33984375	4814287	0.29584688	75.60873413	452.35253906	2176.62646484
442	1007	1112.44177246	2211.50708008	-43622.28515625	4814381	0.29583907	75.54984283	452.34542847	2176.63891602
442	1007	1112.57983398	2211.53833008	-40995.5	4814473	0.29583138	75.49324799	452.33843994	2176.65112305
442	1007	1112.71777344	2211.56811523	-38372.58203125	4814560	0.29582405	75.43909454	452.33178711	2176.66308594
442	1007	1112.85571289	2211.59545898	-35755.83984375	4814641	0.29581717	75.38738251	452.32553101	2176.67382813
442	1007	1112.99377441	2211.62036133	-33143.296875	4814714	0.29581091	75.33805084	452.31982422	2176.68408203
442	1007	1113.13171387	2211.64233398	-30539.33203125	4814777.5	0.29580534	75.29116058	452.3147583	2176.69287109
442	1007	1113.26989746	2211.66064453	-27944.07421875	4814831	0.29580057	75.24668121	452.3104248	2176.70068359
442	1007	1113.40673828	2211.67504883	-25363.9140625	4814872.5	0.29579663	75.20472717	452.30679321	2176.70678711
442	1007	1113.54467773	2211.68481445	-22800.96875	4814901	0.29579374	75.16530609	452.3041687	2176.71142578
442	1007	1113.6817627	2211.68994141	-20253.17773438	4814915	0.29579192	75.12835693	452.30252075	2176.71435547
442	1007	1113.81884766	2211.68945313	-17724.6875	4814912.5	0.29579139	75.09391785	452.30200195	2176.71533203
442	1007	1113.95581055	2211.68286133	-15215.49511719	4814892	0.29579222	75.06194305	452.30273438	2176.71411133
442	1007	1114.09289551	2211.66967773	-12731.62695313	4814851.5	0.29579452	75.03244781	452.30480957	2176.71044922
442	1007	1114.23034668	2211.64916992	-10274.93457031	4814789.5	0.29579848	75.00537109	452.30844116	2176.70410156
442	1007	1114.36791992	2211.62084961	-7843.30273438	4814704	0.29580426	74.98067474	452.31365967	2176.69482422
442	1007	1114.50561523	2211.58398438	-5440.53857422	4814593.5	0.29581192	74.95832825	452.32058716	2176.68261719
442	1007	1114.64318848	2211.53833008	-3066.48974609	4814457	0.29582155	74.93831635	452.32928467	2176.66723633
442	1007	1114.78076172	2211.484375	-726.68505859	4814295.5	0.29583317	74.92063141	452.33990479	2176.64868164
442	1007	1114.91772461	2211.42114258	1577.32727051	4814106	0.29584685	74.90525818	452.35229492	2176.62670898
442	1007	1115.05383301	2211.34814453	3847.7019043	4813888.5	0.2958627	74.89215088	452.3666687	2176.6015625
442	1007	1115.18884277	2211.26538086	6081.05615234	4813641.5	0.29588082	74.88130951	452.38311768	2176.57250977
442	1007	1115.32202148	2211.171875	8277.703125	4813362.5	0.29590133	74.87267303	452.40176392	2176.53955078
442	1007	1115.45288086	2211.06762695	10432.72460938	4813051.5	0.29592437	74.86625671	452.42263794	2176.50292969
442	1007	1115.58361816	2210.95214844	12544.91015625	4812707	0.29594997	74.86197662	452.44589233	2176.4621582
442	1007	1115.7142334	2210.82446289	14616.42578125	4812326.5	0.29597825	74.85982513	452.47158813	2176.41674805
442	1007	1115.84472656	2210.68481445	16644.375	4811910.5	0.2960093	74.85974884	452.49975586	2176.3671875
442	1007	1115.97595215	2210.53271484	18629.23046875	4811457.5	0.29604313	74.86174774	452.53051758	2176.31323242
442	1007	1116.10595703	2210.36889648	20566.765625	4810969	0.29607973	74.86577606	452.56378174	2176.25463867
442	1007	1116.23791504	2210.19262695	22456.1328125	4810444	0.29611912	74.87181854	452.59951782	2176.19165039
442	1007	1116.36987305	2210.00366211	24299.48046875	4809881.5	0.29616135	74.87985992	452.63787842	2176.12426758
442	1007	1116.50183105	2209.80200195	26094.44726563	4809281.5	0.29620647	74.88989258	452.67886353	2176.05200195
442	1007	1116.63684082	2209.58740234	27841.66015625	4808643	0.29625449	74.90190887	452.72247314	2175.9753418
442	1007	1116.77087402	2209.36083984	29537.640625	4807968.5	0.29630524	74.91590881	452.76861572	2175.89428711
442	1007	1116.90478516	2209.12280273	31181.90234375	4807260	0.29635862	74.93190765	452.81710815	2175.80883789
442	1007	1117.03869629	2208.87329102	32776.54296875	4806517.5	0.29641458	74.94993591	452.86795044	2175.71923828
442	1007	1117.17272949	2208.61328125	34319.76171875	4805743	0.29647297	74.96997833	452.92099	2175.62597656
442	1007	1117.3059082	2208.3425293	35812.3359375	4804938	0.29653373	74.99206543	452.97619629	2175.52880859
442	1007	1117.43896484	2208.06225586	37251.55078125	4804103.5	0.29659665	75.01617432	453.03329468	2175.42797852
442	1007	1117.57275391	2207.77319336	38637.28515625	4803243.5	0.29666159	75.04231262	453.09237671	2175.32421875
442	1007	1117.70581055	2207.47485352	39971.5546875	4802356	0.29672858	75.07051086	453.15325928	2175.21704102
442	1007	1117.84082031	2207.16821289	41253.109375	4801443	0.29679748	75.10076141	453.21588135	2175.10693359
442	1007	1117.97583008	2206.8527832	42482.85546875	4800504.5	0.29686835	75.1330719	453.28030396	2174.99365234
442	1007	1118.11071777	2206.52954102	43658.83984375	4799542.5	0.29694104	75.16733551	453.34637451	2174.87744141
442	1007	1118.24682617	2206.19799805	44781.28125	4798557	0.29701555	75.20344543	453.4140625	2174.75805664
442	1007	1118.38195801	2205.85791016	45852.09375	4797545	0.29709205	75.24137115	453.48358154	2174.63574219
442	1007	1118.52075195	2205.50927734	46870.56640625	4796507.5	0.29717049	75.28094482	453.55487061	2174.51025391
442	1007	1118.65722656	2205.15161133	47837.69921875	4795444	0.29725096	75.32210541	453.62799072	2174.38134766
442	1007	1118.79382324	2204.78588867	48752.26953125	4794356.5	0.2973333	75.36465454	453.70281982	2174.24975586
442	1007	1118.93103027	2204.41210938	49614.78515625	4793244	0.29741749	75.40850067	453.77935791	2174.11523438
442	1007	1119.06835938	2204.02954102	50427.03515625	4792106	0.29750371	75.45359802	453.85772705	2173.97729492
442	1007	1119.20568848	2203.63867188	51188.80859375	4790943.5	0.29759181	75.49980164	453.93777466	2173.83642578
442	1007	1119.34191895	2203.23950195	51901.17578125	4789756.5	0.29768184	75.54707336	454.0196228	2173.69213867
442	1007	1119.47888184	2202.83251953	52563.6015625	4788545	0.29777369	75.59525299	454.10308838	2173.5456543
442	1007	1119.61486816	2202.41796875	53176.83984375	4787312.5	0.29786724	75.64431	454.18814087	2173.39575195
442	1007	1119.74975586	2201.99536133	53742.5234375	4786055.5	0.2979627	75.69423676	454.27490234	2173.24316406
442	1007	1119.88378906	2201.56469727	54260.87890625	4784775	0.29806	75.74494934	454.36331177	2173.08740234
442	1007	1120.01879883	2201.12597656	54733.01171875	4783470	0.29815918	75.79641724	454.45352173	2172.92871094
442	1007	1120.15380859	2200.6796875	55159.00390625	4782142	0.29826018	75.84844971	454.54525757	2172.76708984
442	1007	1120.28759766	2200.22583008	55539.8203125	4780793	0.29836285	75.9009552	454.63861084	2172.60302734
442	1007	1120.42382813	2199.76391602	55876.9140625	4779419.5	0.29846743	75.95393372	454.73364258	2172.43554688
442	1007	1120.55871582	2199.29467773	56170.89453125	4778024	0.29857373	76.00720978	454.83029175	2172.265625
442	1007	1120.69494629	2198.81787109	56422.8671875	4776606.5	0.2986818	76.06072998	454.92843628	2172.09301758
442	1007	1120.83093262	2198.33520508	56633.4453125	4775171	0.2987912	76.1142807	455.02792358	2171.91772461
442	1007	1120.96789551	2197.84814453	56803.7265625	4773722	0.29890174	76.16778564	455.12838745	2171.7409668
442	1007	1121.10375977	2197.35644531	56934.984375	4772260	0.29901329	76.22120667	455.22979736	2171.5625
442	1007	1121.24182129	2196.86206055	57028.140625	4770790	0.29912555	76.2743988	455.33181763	2171.38305664
442	1007	1121.37878418	2196.36547852	57084.28125	4769313.5	0.29923832	76.32730865	455.43435669	2171.20239258
442	1007	1121.5168457	2195.86889648	57104.44921875	4767836.5	0.29935119	76.37974548	455.53692627	2171.02197266
442	1007	1121.65478516	2195.37304688	57089.83984375	4766363	0.2994639	76.43161774	455.63937378	2170.84179688
442	1007	1121.79284668	2194.87841797	57041.515625	4764892	0.29957643	76.4828949	455.74163818	2170.66186523
442	1007	1121.93078613	2194.38647461	56960.63671875	4763429	0.29968843	76.53341675	455.84341431	2170.48266602
442	1007	1122.06958008	2193.89697266	56848.234375	4761974.5	0.29979983	76.58309937	455.94467163	2170.3046875
442	1007	1122.20837402	2193.41186523	56705.6875	4760531.5	0.3	76.63169098	456.04516602	2170.12744141
442	1007	1122.34716797	2192.93041992	56534.2265625	4759100	0.3	76.67903137	456.14489746	2169.95214844
442	1007	1122.48583984	2192.45214844	56334.73046875	4757678	0.30012926	76.72503662	456.24404907	2169.77758789
442	1007	1122.62487793	2191.97705078	56108.51171875	4756265.5	0.30023772	76.7694931	456.34262085	2169.60424805
442	1007	1122.76184082	2191.50439453	55856.52734375	4754860.5	0.30034572	76.81225586	456.44076538	2169.43139648
442	1007	1122.89892578	2191.03491211	55580.375	4753464.5	0.3004531	76.85308838	456.53833008	2169.25976563
442	1007	1123.03466797	2190.56835938	55281.30078125	4752077.5	0.30055994	76.8918457	456.63543701	2169.08886719
442	1007	1123.16967773	2190.10351563	54959.9765625	4750695.5	0.30066648	76.92845154	456.73226929	2168.91845703
442	1007	1123.30480957	2189.640625	54617.8125	4749319.5	0.30077267	76.96273804	456.82873535	2168.7487793
442	1007	1123.43981934	2189.1796875	54255.671875	4747948.5	0.30087861	76.99460602	456.92498779	2168.57958984
442	1007	1123.5748291	2188.72021484	53875.3046875	4746583.5	0.3009842	77.02388763	457.02096558	2168.41040039
442	1007	1123.7097168	2188.26245117	53477.91796875	4745223	0.30108956	77.05049896	457.1166687	2168.2421875
442	1007	1123.8458252	2187.80517578	53063.98046875	4743863.5	0.30119491	77.07436371	457.21240234	2168.07373047
442	1007	1123.98071289	2187.34838867	52634.9453125	4742505.5	0.30130026	77.09537506	457.30813599	2167.90527344
442	1007	1124.11791992	2186.89086914	52191.55859375	4741146	0.30140582	77.11347198	457.40405273	2167.73632813
442	1007	1124.25390625	2186.43432617	51735.66015625	4739788	0.30151138	77.12857056	457.5	2167.56762695
442	1007	1124.39086914	2185.9777832	51268.359375	4738432	0.30161691	77.14060974	457.5958252	2167.39892578
442	1007	1124.52893066	2185.52197266	50789.9609375	4737076.5	0.30172247	77.14955139	457.69171143	2167.23022461
442	1007	1124.66674805	2185.06713867	50301.90234375	4735724.5	0.30182782	77.15536499	457.78744507	2167.06176758
442	1007	1124.80578613	2184.61401367	49804.80859375	4734378	0.30193293	77.15801239	457.88293457	2166.89404297
442	1007	1124.94604492	2184.1640625	49300.51171875	4733040.5	0.30203739	77.1574707	457.9777832	2166.72680664
442	1007	1125.08581543	2183.71777344	48790.01953125	4731714.5	0.30214104	77.15371704	458.07196045	2166.5612793
442	1007	1125.22485352	2183.27539063	48273.48046875	4730399.5	0.30224398	77.14674377	458.16546631	2166.39672852
442	1007	1125.36425781	2182.83740234	47752.265625	4729098	0.30234596	77.13654327	458.25808716	2166.23364258
442	1007	1125.50378418	2182.40429688	47226.87890625	4727811.5	0.3024469	77.12310028	458.34976196	2166.07250977
442	1007	1125.64343262	2181.97802734	46699.078125	4726544.5	0.30254641	77.10642242	458.44009399	2165.91333008
442	1007	1125.78271484	2181.55957031	46169.7734375	4725300.5	0.30264428	77.08654785	458.52902222	2165.75708008
442	1007	1125.92175293	2181.14892578	45638.9453125	4724080	0.30274042	77.06345367	458.61633301	2165.60327148
442	1007	1126.06091309	2180.74755859	45107.875	4722887.5	0.30283454	77.03720093	458.70178223	2165.45288086
442	1007	1126.20019531	2180.35620117	44576.9375	4721725	0.30292648	77.0078125	458.7852478	2165.30615234
442	1007	1126.33959961	2179.97631836	44047.78125	4720596.5	0.30301583	76.97537994	458.86639404	2165.16333008
442	1007	1126.4786377	2179.60913086	43521.171875	4719505	0.30310246	76.9400177	458.94503784	2165.02490234
442	1007	1126.61767578	2179.25488281	42996.9921875	4718452	0.30318624	76.9017334	459.02111816	2164.89111328
442	1007	1126.75769043	2178.91430664	42476.375	4717440.5	0.30326697	76.86064148	459.09439087	2164.76220703
442	1007	1126.89794922	2178.58789063	41959.6015625	4716470.5	0.30334461	76.81680298	459.16485596	2164.63842773
442	1007	1127.0369873	2178.27612305	41448.15234375	4715544	0.30341896	76.77039337	459.23236084	2164.51977539
442	1007	1127.17663574	2177.97924805	40942.65625	4714662.5	0.30349001	76.72151947	459.29684448	2164.40625
442	1007	1127.31665039	2177.69702148	40442.90234375	4713824.5	0.30355781	76.67023468	459.3583374	2164.29785156
442	1007	1127.4564209	2177.42993164	39949.890625	4713031	0.30362225	76.61670685	459.4168396	2164.19506836
442	1007	1127.59631348	2177.17773438	39463.79296875	4712282	0.3036834	76.5610199	459.47229004	2164.09765625
442	1007	1127.73608398	2176.94091797	38985.921875	4711578	0.3037411	76.50338745	459.52462769	2164.00561523
442	1007	1127.87597656	2176.71923828	38516.77734375	4710920	0.30379543	76.44394684	459.57391357	2163.91894531
442	1007	1128.01574707	2176.51245117	38056.08203125	4710306.5	0.30384639	76.38271332	459.62011719	2163.83764648
442	1007	1128.15576172	2176.32104492	37604.67578125	4709738.5	0.30389395	76.31986237	459.66323853	2163.76171875
442	1007	1128.26879883	2176.14526367	37162.65234375	4709216	0.30393809	76.25545502	459.70327759	2163.69140625
442	1007	1128.38208008	2175.98486328	36731.1328125	4708740.5	0.30397874	76.18973541	459.74002075	2163.62646484
442	1007	1128.5748291	2175.84008789	36310.49609375	4708311	0.30401582	76.12283325	459.77365112	2163.56762695
442	1007	1128.71484375	2175.71118164	35900.43359375	4707929	0.30404937	76.05477905	459.80401611	2163.5144043
442	1007	1128.85473633	2175.59838867	35501.640625	4707595	0.30407929	75.98575592	459.83108521	2163.46679688
442	1007	1128.99291992	2175.50195313	35114.13671875	4707308.5	0.30410564	75.91585541	459.8548584	2163.42504883
442	1007	1129.13098145	2175.42138672	34738.84375	4707070	0.30412829	75.84532928	459.87536621	2163.38916016
442	1007	1129.2689209	2175.35668945	34376.03515625	4706879.5	0.30414739	75.77428436	459.89257813	2163.35888672
442	1007	1129.40576172	2175.30761719	34025.3828125	4706734	0.30416298	75.70275116	459.90664673	2163.33422852
442	1007	1129.54174805	2175.27319336	33687.4375	4706633.5	0.30417523	75.63089752	459.91763306	2163.31494141
442	1007	1129.67785645	2175.25341797	33362.1796875	4706575	0.30418423	75.55874634	459.92565918	2163.30053711
442	1007	1129.81286621	2175.24707031	33050.33203125	4706557.5	0.30419001	75.48652649	459.93078613	2163.29199219
442	1007	1129.94763184	2175.25415039	32752.07226563	4706579.5	0.30419284	75.41431427	459.93322754	2163.28759766
442	1007	1130.08288574	2175.27368164	32467.08203125	4706638.5	0.30419278	75.34207916	459.93304443	2163.28808594
442	1007	1130.21728516	2175.30517578	32195.76757813	4706733.5	0.30418998	75.26996613	459.93032837	2163.29296875
442	1007	1130.35192871	2175.34814453	31938.07226563	4706862.5	0.3041845	75.19798279	459.92520142	2163.30175781
442	1007	1130.48779297	2175.40234375	31694.52929688	4707024.5	0.30417645	75.1263504	459.91775513	2163.31518555
442	1007	1130.62280273	2175.46728516	31465.22070313	4707218.5	0.30416593	75.05514526	459.90805054	2163.33251953
442	1007	1130.75878906	2175.54223633	31249.87695313	4707442.5	0.30415303	74.98434448	459.8961792	2163.35327148
442	1007	1130.89465332	2175.62695313	31048.76367188	4707695.5	0.30413789	74.91407776	459.88226318	2163.37792969
442	1007	1131.03186035	2175.72094727	30861.80664063	4707976	0.30412057	74.84438324	459.86645508	2163.40600586
442	1007	1131.16894531	2175.82324219	30689.34179688	4708280	0.30410138	74.77546692	459.84881592	2163.43725586
442	1007	1131.3046875	2175.93261719	30531.36914063	4708607.5	0.3040804	74.7073822	459.82958984	2163.47094727
442	1007	1131.44372559	2176.04907227	30387.66601563	4708955	0.30405778	74.64012146	459.80886841	2163.50732422
442	1007	1131.58374023	2176.17211914	30258.37109375	4709321.5	0.30403364	74.57382202	459.78677368	2163.54638672
442	1007	1131.72497559	2176.30151367	30143.40039063	4709706	0.30400801	74.50852203	459.76333618	2163.58789063
442	1007	1131.8659668	2176.4362793	30042.90625	4710109	0.30398098	74.44441986	459.73861694	2163.63110352
442	1007	1132.00683594	2176.57666016	29956.83007813	4710527	0.30395266	74.38158417	459.71270752	2163.67675781
442	1007	1132.14782715	2176.72216797	29884.98632813	4710960.5	0.30392307	74.32	459.68569946	2163.72460938
442	1007	1132.28869629	2176.87231445	29827.390625	4711408	0.30389237	74.25977325	459.65762329	2163.77392578
442	1007	1132.42993164	2177.02709961	29783.95117188	4711869	0.30386055	74.20090485	459.62857056	2163.82519531
442	1007	1132.57092285	2177.18554688	29754.64257813	4712341.5	0.30382773	74.14356995	459.59854126	2163.87792969
442	1007	1132.71069336	2177.34814453	29739.34765625	4712825.5	0.30379397	74.08778381	459.56771851	2163.93237305
442	1007	1132.85131836	2177.51489258	29737.94140625	4713321.5	0.30375916	74.0335083	459.53591919	2163.98828125
442	1007	1132.99206543	2177.68579102	29750.31835938	4713831	0.30372325	73.98084259	459.50314331	2164.04614258
442	1007	1133.13256836	2177.86157227	29776.38085938	4714355	0.30368617	73.92978668	459.4692688	2164.10571289
442	1007	1133.27319336	2178.04199219	29815.93164063	4714892.5	0.30364794	73.88043976	459.43435669	2164.16699219
442	1007	1133.41381836	2178.22753906	29868.7890625	4715444.5	0.30360848	73.83283997	459.39837646	2164.23046875
442	1007	1133.55371094	2178.41821289	29934.8828125	4716012	0.30356777	73.78691864	459.36126709	2164.29589844
442	1007	1133.69372559	2178.61352539	30013.99609375	4716593	0.30352589	73.74274445	459.32305908	2164.36328125
442	1007	1133.83190918	2178.81347656	30106.03125	4717188.5	0.30348286	73.70027161	459.28375244	2164.43237305
442	1007	1133.96984863	2179.01757813	30210.62304688	4717796.5	0.30343881	73.65959167	459.24359131	2164.50292969
442	1007	1134.10571289	2179.22509766	30327.52929688	4718414	0.30339381	73.62073517	459.20257568	2164.57519531
442	1007	1134.23962402	2179.4362793	30456.7265625	4719042.5	0.30334792	73.58364105	459.16070557	2164.64892578
442	1007	1134.3717041	2179.65039063	30597.88476563	4719680.5	0.30330119	73.54837036	459.11810303	2164.72387695
442	1007	1134.50390625	2179.86767578	30750.88671875	4720326.5	0.30325371	73.51491547	459.07479858	2164.80029297
442	1007	1134.63671875	2180.08691406	30915.22265625	4720979.5	0.30320561	73.48335266	459.03103638	2164.87744141
442	1007	1134.7677002	2180.30810547	31090.5859375	4721637.5	0.30315703	73.45367432	458.98669434	2164.95532227
442	1007	1134.89868164	2180.53100586	31276.99023438	4722301	0.30310789	73.42584991	458.94189453	2165.03417969
442	1007	1135.03076172	2180.75512695	31473.9921875	4722968	0.30305836	73.39989471	458.89675903	2165.11352539
442	1007	1135.16296387	2180.98046875	31681.45898438	4723638	0.30300844	73.3757782	458.85128784	2165.19360352
442	1007	1135.29699707	2181.20605469	31898.7109375	4724309.5	0.3029584	73.353508	458.80563354	2165.27392578
442	1007	1135.43078613	2181.43164063	32125.3984375	4724981	0.30290815	73.33301544	458.75985718	2165.35449219
442	1007	1135.56982422	2181.6574707	32361.54296875	4725652.5	0.30285779	73.31420135	458.71395874	2165.43530273
442	1007	1135.71386719	2181.8828125	32606.59570313	4726323.5	0.30280739	73.29701996	458.66802979	2165.51611328
442	1007	1135.85803223	2182.10791016	32860.390625	4726993	0.30275694	73.2813797	458.62203979	2165.59692383
442	1007	1136.00231934	2182.33203125	33122.12109375	4727659.5	0.3027066	73.26726532	458.57617188	2165.67749023
