Inline	Crossline	Time(ms)	Vp(Meter/second)	P_Impedance_rel(Meter/second x Kg/m3)	P_Impedance(Meter/second x Kg/m3)	Porosity(Fraction)	Gamma_Ray(API)	Sonic(Microseconds/meter)	Density(Kg/m3)
362	336	-28.88634682	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-28.72221756	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-28.55809212	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-28.39396286	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-28.22983742	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-28.06571007	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-27.90158463	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-27.73745728	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-27.57332802	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-27.40920258	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-27.24507713	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-27.08094978	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-26.91682243	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-26.75269508	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-26.58856773	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-26.42444229	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-26.26031494	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-26.09618759	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-25.93206024	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-25.76793289	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-25.60380745	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-25.4396801	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-25.27555275	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-25.1114254	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-24.94729805	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-24.78317261	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-24.61904526	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-24.45491791	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-24.29079056	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-24.12666321	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-23.96253777	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-23.79841042	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-23.63428116	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-23.47015572	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-23.30602837	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-23.14190102	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-22.97777557	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-22.81364822	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-22.64952087	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-22.48539352	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-22.32126617	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-22.15714073	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-21.99301338	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-21.82888603	1e30	1e30	1e30	1e30	1e30	1e30	1e30
362	336	-21.66475868	1e30	1e30	1e30	1e30	1e30	1e30	1e30
